gen,inventor,assignee,location,id,similarity,claims,root
1,24.0,9.0,9.0,15.0,0.2194091240564982,16.333333333333332,5946396
2,118.0,52.0,51.0,80.0,0.21639137512739795,22.259259259259263,5946396
3,1057.0,203.0,163.0,684.0,0.23415623998235746,20.506459948320405,5946396
1,9.0,2.0,2.0,4.0,0.40309515595436096,11.0,5510126
2,5.0,2.0,2.0,2.0,0.5356491208076477,7.666666666666668,5510126
3,1.0,1.0,1.0,2.0,0.4467687755823136,12.0,5510126
1,7.0,3.0,3.0,6.0,0.3032599935928981,15.5,5827530
2,64.0,17.0,17.0,38.0,0.19987356701963827,22.76315789473684,5827530
3,295.0,76.0,74.0,181.0,0.2422014854454733,21.930412371134018,5827530
1,26.0,5.0,6.0,16.0,0.2548836646601558,15.8125,5739832
2,76.0,14.0,19.0,55.0,0.2893422100460157,18.0,5739832
3,398.0,88.0,83.0,337.0,0.3574663286638116,14.348790322580646,5739832
1,8.0,3.0,3.0,3.0,0.28434354066848755,15.333333333333336,5792012
2,,,,,,,5792012
3,,,,,,,5792012
1,24.0,8.0,8.0,10.0,0.2459621261805296,25.5,6237766
2,82.0,30.0,28.0,40.0,0.20764440696599876,18.53488372093023,6237766
3,654.0,143.0,133.0,352.0,0.21517657790380187,18.099156118143462,6237766
1,12.0,4.0,4.0,4.0,0.2328825257718563,14.75,5007855
2,23.0,11.0,11.0,15.0,0.20083624919255572,18.6,5007855
3,201.0,55.0,52.0,172.0,0.2068102237279132,13.830508474576273,5007855
1,24.0,4.0,4.0,7.0,0.3273395981107439,14.142857142857142,5893706
2,99.0,26.0,28.0,51.0,0.2488010656357241,15.5,5893706
3,369.0,90.0,82.0,296.0,0.29776589342703425,15.976190476190474,5893706
1,1.0,1.0,1.0,1.0,0.16004276275634766,5.0,4566302
2,,,,,,,4566302
3,,,,,,,4566302
1,7.0,3.0,4.0,5.0,0.34466988444328306,17.4,5469590
2,41.0,15.0,14.0,25.0,0.36206126113732656,20.066666666666666,5469590
3,441.0,125.0,122.0,273.0,0.32210675881061096,20.297071129707113,5469590
1,7.0,3.0,3.0,3.0,0.16773848235607147,9.333333333333334,5510592
2,24.0,6.0,6.0,17.0,0.2558225963045569,14.117647058823529,5510592
3,15.0,4.0,5.0,9.0,0.1839633723720908,17.1875,5510592
1,3.0,3.0,3.0,3.0,0.1192060944934686,10.666666666666666,4756855
2,26.0,12.0,12.0,12.0,0.2298571318387985,15.166666666666664,4756855
3,86.0,33.0,31.0,65.0,0.2147830941599526,18.136986301369863,4756855
1,13.0,3.0,3.0,3.0,0.4264970024426778,8.0,5047256
2,8.0,2.0,2.0,4.0,0.3717003017663956,29.25,5047256
3,21.0,4.0,5.0,10.0,0.28949156403541565,22.0,5047256
1,3.0,1.0,1.0,1.0,0.2887381613254547,39.0,4757091
2,49.0,9.0,7.0,22.0,0.2514880665323951,16.0,4757091
3,229.0,28.0,29.0,163.0,0.3155704317163796,15.076612903225806,4757091
1,2.0,2.0,1.0,2.0,0.2032223343849182,11.5,5097908
2,15.0,2.0,3.0,7.0,0.4432813785970211,13.5,5097908
3,102.0,22.0,25.0,112.0,0.3169362247921527,16.2125,5097908
1,34.0,13.0,16.0,21.0,0.26223276413622354,17.476190476190474,5586333
2,568.0,105.0,79.0,334.0,0.20226675758968635,20.1355421686747,5586333
3,7388.0,752.0,494.0,5393.0,0.21796552726602866,19.70775724057633,5586333
1,40.0,4.0,5.0,7.0,0.2816468626260757,17.285714285714285,5330075
2,27.0,12.0,11.0,17.0,0.26867671502644525,15.176470588235292,5330075
3,1092.0,273.0,235.0,860.0,0.3287316072191982,24.18496732026144,5330075
1,17.0,7.0,6.0,11.0,0.3244084621017629,12.363636363636365,4661568
2,62.0,19.0,18.0,30.0,0.2726901755217583,24.580645161290327,4661568
3,606.0,142.0,119.0,379.0,0.36988050133151534,36.521696252465475,4661568
1,6.0,5.0,5.0,6.0,0.23641608158747354,25.16666666666667,5777296
2,42.0,17.0,17.0,17.0,0.22999969650717345,15.117647058823529,5777296
3,225.0,59.0,59.0,103.0,0.2347242905604608,19.281553398058254,5777296
1,9.0,4.0,4.0,4.0,0.2189494092017412,16.25,6290506
2,52.0,18.0,19.0,26.0,0.2419131269248632,21.03846153846154,6290506
3,224.0,56.0,56.0,161.0,0.2514517786127798,17.39887640449438,6290506
1,10.0,5.0,6.0,6.0,0.3667626927296321,7.5,4151896
2,26.0,11.0,12.0,17.0,0.34728127469619113,19.555555555555557,4151896
3,564.0,140.0,122.0,429.0,0.2801495524805666,18.768316831683173,4151896
1,3.0,1.0,1.0,1.0,0.31212034821510315,16.0,5554765
2,14.0,3.0,3.0,7.0,0.19787409050124036,12.571428571428573,5554765
3,70.0,13.0,21.0,63.0,0.23378330891031815,16.433734939759034,5554765
1,31.0,11.0,11.0,15.0,0.15182826121648152,24.86666666666667,5386741
2,451.0,106.0,94.0,264.0,0.18957013935125624,20.678966789667896,5386741
3,6603.0,1017.0,694.0,6626.0,0.25905897025871205,16.274054946450494,5386741
1,5.0,2.0,2.0,2.0,0.21939003467559812,14.0,5649728
2,10.0,6.0,6.0,6.0,0.19400776798526445,18.666666666666668,5649728
3,29.0,15.0,13.0,21.0,0.2286501984511103,19.0,5649728
1,2.0,1.0,1.0,1.0,0.4512508511543274,11.0,4776529
2,15.0,7.0,7.0,10.0,0.25693675130605703,24.2,4776529
3,413.0,99.0,96.0,264.0,0.19882363476009174,17.211409395973153,4776529
1,10.0,5.0,5.0,7.0,0.2610798392977033,14.857142857142858,6224494
2,59.0,13.0,12.0,35.0,0.2807538168297873,18.0,6224494
3,294.0,29.0,28.0,467.0,0.3720291696835959,19.536294691224263,6224494
1,5.0,3.0,3.0,4.0,0.3835114389657974,13.0,5633787
2,145.0,53.0,52.0,83.0,0.22995987876007956,16.285714285714285,5633787
3,1124.0,247.0,190.0,934.0,0.1969045394839856,16.974772956609485,5633787
1,8.0,3.0,3.0,3.0,0.19738082587718964,16.333333333333332,5560696
2,109.0,24.0,24.0,65.0,0.17574300364806106,20.784615384615385,5560696
3,1368.0,234.0,185.0,907.0,0.2457205673992695,20.506830601092894,5560696
1,21.0,8.0,8.0,9.0,0.2447154621283213,12.888888888888891,4707951
2,85.0,31.0,31.0,36.0,0.25548257696919324,15.073170731707316,4707951
3,2643.0,523.0,425.0,1795.0,0.21248236271987636,20.250711349984194,4707951
1,21.0,6.0,6.0,8.0,0.2940630186349153,10.5,4455980
2,94.0,24.0,20.0,40.0,0.2961943596601486,15.904761904761903,4455980
3,947.0,131.0,128.0,533.0,0.2704915172923136,17.510998307952622,4455980
1,70.0,11.0,11.0,25.0,0.2382241101562977,29.68,6177440
2,54.0,9.0,9.0,16.0,0.4165436762571335,22.56,6177440
3,40.0,7.0,8.0,21.0,0.28129116411913524,13.863636363636365,6177440
1,8.0,4.0,4.0,8.0,0.29172997549176216,24.0,5941189
2,60.0,23.0,22.0,29.0,0.3757016470327097,17.941176470588232,5941189
3,168.0,45.0,45.0,105.0,0.2811671824281593,20.02158273381295,5941189
1,35.0,20.0,19.0,25.0,0.22527339980006214,20.2,5475858
2,807.0,143.0,108.0,410.0,0.19932854065667524,24.04555314533623,5475858
3,12676.0,1162.0,631.0,10179.0,0.21213998900975475,20.411050061050066,5475858
1,3.0,3.0,3.0,4.0,0.2255029641091824,11.0,4688711
2,16.0,9.0,12.0,14.0,0.2729966763406992,22.4,4688711
3,207.0,74.0,74.0,147.0,0.268252703144206,16.907766990291258,4688711
1,8.0,3.0,3.0,10.0,0.39980401992797854,13.8,5506340
2,26.0,10.0,10.0,13.0,0.28128697766977195,14.058823529411766,5506340
3,88.0,29.0,24.0,44.0,0.2826429559764537,18.5,5506340
1,20.0,1.0,1.0,6.0,0.3082575251658757,19.166666666666668,5052413
2,78.0,17.0,14.0,34.0,0.2735754647632925,20.07317073170732,5052413
3,723.0,97.0,82.0,638.0,0.2773172174711154,20.86962750716332,5052413
1,13.0,5.0,5.0,5.0,0.31540789306163786,21.6,4871892
2,73.0,26.0,26.0,30.0,0.2551442376307903,19.096774193548384,4871892
3,682.0,200.0,187.0,395.0,0.2557605524670403,18.9916142557652,4871892
1,8.0,4.0,4.0,4.0,0.2360510192811489,25.25,6321959
2,26.0,14.0,13.0,15.0,0.2435860872268677,19.466666666666665,6321959
3,23.0,13.0,13.0,12.0,0.2690594432254632,17.583333333333332,6321959
1,16.0,4.0,4.0,5.0,0.2796535968780517,14.4,4616277
2,125.0,29.0,27.0,62.0,0.2014836444039688,18.454545454545453,4616277
3,1922.0,263.0,200.0,1370.0,0.2652229179144243,19.067472306143,4616277
1,39.0,13.0,12.0,18.0,0.23453867932160696,21.444444444444443,5644713
2,975.0,176.0,121.0,547.0,0.1958261922786642,22.83363471971067,5644713
3,15778.0,1384.0,655.0,12925.0,0.2029296317238888,22.265271966527198,5644713
1,87.0,20.0,20.0,33.0,0.2144060003938097,28.21212121212121,5658754
2,558.0,95.0,72.0,324.0,0.33115833241901643,21.540462427745663,5658754
3,3199.0,459.0,292.0,2474.0,0.3514654092072217,22.486972998578874,5658754
1,21.0,9.0,9.0,10.0,0.20560571551322934,12.7,6028384
2,51.0,27.0,26.0,36.0,0.2067575177902149,12.222222222222221,6028384
3,248.0,44.0,38.0,299.0,0.0873953276404261,15.456310679611649,6028384
1,25.0,13.0,14.0,15.0,0.21503359345453127,23.642857142857146,4596925
2,391.0,130.0,107.0,186.0,0.2208330795264012,20.741935483870968,4596925
3,4735.0,1031.0,703.0,3174.0,0.227553997091708,22.771003025366536,4596925
1,18.0,5.0,5.0,5.0,0.27528865039348605,12.2,4400304
2,53.0,20.0,20.0,28.0,0.3120110617442565,15.393939393939394,4400304
3,340.0,98.0,93.0,213.0,0.2738304831637222,18.459016393442624,4400304
1,4.0,2.0,2.0,2.0,0.2024027332663536,5.0,5790169
2,12.0,4.0,3.0,4.0,0.26794846169650555,8.25,5790169
3,29.0,11.0,9.0,16.0,0.1823684975504875,21.6,5790169
1,5.0,2.0,2.0,2.0,0.3415281772613525,7.5,4398879
2,10.0,7.0,6.0,8.0,0.2204868569970131,15.25,4398879
3,29.0,10.0,11.0,28.0,0.18759358701804146,15.727272727272727,4398879
1,59.0,16.0,14.0,30.0,0.2898606121540069,19.8,6277436
2,401.0,62.0,52.0,261.0,0.28233741817530245,18.75,6277436
3,4510.0,428.0,294.0,3795.0,0.3094608263076405,19.52850412249705,6277436
1,8.0,4.0,4.0,4.0,0.3537637405097485,28.75,5516421
2,47.0,8.0,9.0,11.0,0.4007573860387008,29.66666666666667,5516421
3,214.0,23.0,21.0,95.0,0.31968177728733776,19.5,5516421
1,17.0,6.0,6.0,8.0,0.28021467104554176,21.125,6139892
2,78.0,22.0,22.0,31.0,0.37442812588479785,19.555555555555557,6139892
3,138.0,38.0,36.0,62.0,0.3899078992744015,22.164383561643834,6139892
1,14.0,2.0,2.0,6.0,0.3893511146306992,19.666666666666668,5747936
2,68.0,10.0,9.0,28.0,0.29482223590215045,17.0,5747936
3,673.0,102.0,88.0,457.0,0.2873734822631964,21.479032258064517,5747936
1,17.0,4.0,4.0,23.0,0.2281250292840211,20.391304347826086,6067006
2,98.0,33.0,33.0,59.0,0.24164681527763604,21.75,6067006
3,519.0,110.0,105.0,344.0,0.2198841847317709,19.41322314049587,6067006
1,4.0,2.0,2.0,2.0,0.1719890907406807,22.0,5765220
2,24.0,7.0,6.0,20.0,0.1603619009256363,22.55,5765220
3,59.0,9.0,9.0,31.0,0.2966820419796051,19.677419354838708,5765220
1,12.0,3.0,3.0,5.0,0.252125746011734,18.4,6163047
2,26.0,7.0,6.0,7.0,0.22394128143787384,16.0,6163047
3,99.0,15.0,12.0,40.0,0.3531162743361629,17.346938775510207,6163047
1,9.0,4.0,3.0,7.0,0.2660802879503795,14.0,4638820
2,16.0,4.0,4.0,7.0,0.5053509427950933,12.923076923076925,4638820
3,724.0,113.0,102.0,636.0,0.23967835109715996,21.27160999590332,4638820
1,7.0,5.0,4.0,4.0,0.3419163003563881,12.75,5820198
2,62.0,23.0,22.0,29.0,0.2987804721141684,16.896551724137932,5820198
3,365.0,54.0,51.0,151.0,0.2784551171695485,13.02139037433155,5820198
1,15.0,7.0,8.0,8.0,0.2555422931909561,12.75,5579663
2,70.0,31.0,28.0,35.0,0.2258728098224949,15.378378378378383,5579663
3,921.0,168.0,161.0,1306.0,0.2942231349009383,16.442022667829118,5579663
1,24.0,8.0,6.0,22.0,0.31180344928394665,18.363636363636363,4291327
2,339.0,84.0,66.0,171.0,0.3053533780217475,18.739795918367342,4291327
3,6623.0,720.0,500.0,6087.0,0.2776051668444631,21.31268057784912,4291327
1,13.0,2.0,3.0,6.0,0.23302712788184485,15.333333333333336,4970202
2,24.0,4.0,3.0,7.0,0.386243493296206,12.0,4970202
3,17.0,2.0,1.0,12.0,0.4114578936410987,14.73913043478261,4970202
1,12.0,4.0,5.0,7.0,0.32719447783061434,11.857142857142858,5221864
2,149.0,45.0,45.0,132.0,0.2275013771202219,15.225563909774435,5221864
3,1395.0,243.0,183.0,941.0,0.2545685170162316,17.865086599817683,5221864
1,13.0,5.0,5.0,5.0,0.24906960725784305,19.8,4847609
2,123.0,28.0,28.0,80.0,0.2193519165854395,19.543209876543212,4847609
3,1011.0,210.0,180.0,934.0,0.2536754594883404,21.77842755035737,4847609
1,3.0,1.0,1.0,1.0,0.08858795464038849,28.0,5713337
2,,,,,,,5713337
3,,,,,,,5713337
1,11.0,2.0,3.0,6.0,0.28550885369380313,17.833333333333332,6052374
2,62.0,17.0,18.0,32.0,0.2097288614604622,25.46875,6052374
3,341.0,76.0,70.0,288.0,0.2396833500435616,30.817337461300305,6052374
1,15.0,5.0,5.0,8.0,0.2939370330423117,14.625,5652300
2,63.0,21.0,20.0,22.0,0.2871330179598021,20.17391304347826,5652300
3,262.0,42.0,44.0,137.0,0.2747730323289697,20.02027027027027,5652300
1,13.0,5.0,5.0,7.0,0.2579064965248108,12.857142857142858,5136381
2,60.0,28.0,25.0,36.0,0.23007047610978285,17.13888888888889,5136381
3,1006.0,201.0,163.0,1003.0,0.27590699629622345,20.25720026791695,5136381
1,34.0,6.0,7.0,11.0,0.35854241116480395,16.363636363636363,5490028
2,177.0,22.0,20.0,60.0,0.30125568719471196,20.16176470588235,5490028
3,1281.0,131.0,113.0,900.0,0.2772030480210448,17.496190476190478,5490028
1,22.0,2.0,3.0,13.0,0.4834171831607818,18.0,4384161
2,151.0,35.0,32.0,66.0,0.458592002339001,18.54430379746836,4384161
3,2069.0,303.0,244.0,1300.0,0.3603028293219802,20.602912621359227,4384161
1,25.0,2.0,4.0,14.0,0.4100771865674427,27.642857142857146,5686544
2,130.0,34.0,27.0,54.0,0.3159613425601019,15.67123287671233,5686544
3,872.0,190.0,171.0,470.0,0.2921037147636983,17.331585845347313,5686544
1,9.0,4.0,4.0,5.0,0.14780110269784927,17.4,4295106
2,38.0,14.0,16.0,24.0,0.20917045262952647,22.41666666666667,4295106
3,49.0,13.0,13.0,32.0,0.2889483738161454,17.443181818181817,4295106
1,7.0,4.0,4.0,5.0,0.3267956286668777,13.8,5786623
2,80.0,31.0,32.0,72.0,0.3281627276814298,21.51315789473684,5786623
3,752.0,132.0,120.0,671.0,0.2749516150032449,17.79822335025381,5786623
1,3.0,1.0,1.0,1.0,0.7102184891700745,21.0,5686254
2,12.0,1.0,1.0,1.0,0.14279253780841827,59.0,5686254
3,29.0,3.0,3.0,17.0,0.20898684640141094,23.823529411764714,5686254
1,29.0,13.0,14.0,16.0,0.2205820670351386,15.9375,5032780
2,300.0,101.0,79.0,172.0,0.23043391428720414,18.01685393258427,5032780
3,4444.0,828.0,596.0,3110.0,0.2221559838021212,19.389455782312925,5032780
1,16.0,3.0,3.0,8.0,0.3104103002697229,14.875,4212310
2,79.0,12.0,11.0,25.0,0.3266909348964691,18.4,4212310
3,370.0,43.0,36.0,259.0,0.32681787814944985,20.3325,4212310
1,8.0,3.0,3.0,6.0,0.29366499682267505,23.5,6190173
2,71.0,20.0,17.0,30.0,0.2179881559891833,29.777777777777782,6190173
3,794.0,150.0,120.0,428.0,0.2282468451578206,22.36801541425819,6190173
1,4.0,5.0,4.0,7.0,0.2964311625276293,16.428571428571427,5816802
2,138.0,33.0,31.0,65.0,0.3216897251882723,22.91666666666667,5816802
3,1478.0,298.0,259.0,1294.0,0.2936267949836312,20.894270525694033,5816802
1,9.0,4.0,4.0,4.0,0.1710837073624134,20.5,6037591
2,47.0,14.0,14.0,18.0,0.2599058708077983,17.684210526315788,6037591
3,114.0,26.0,24.0,61.0,0.3708338473169577,18.94047619047619,6037591
1,12.0,3.0,3.0,6.0,0.278539056579272,15.833333333333336,6267169
2,21.0,5.0,5.0,18.0,0.3727184903215278,22.295454545454547,6267169
3,72.0,18.0,20.0,34.0,0.28532697114607564,19.869565217391305,6267169
1,18.0,7.0,9.0,13.0,0.3643513230177072,28.84615384615385,5341641
2,215.0,44.0,37.0,112.0,0.3371323712675248,15.322033898305087,5341641
3,1644.0,195.0,188.0,1005.0,0.2755414811133381,16.709484690067214,5341641
1,12.0,7.0,7.0,7.0,0.247514511857714,13.714285714285715,5947968
2,131.0,35.0,36.0,77.0,0.2634552946314216,20.7875,5947968
3,1621.0,245.0,222.0,1567.0,0.3220058145422924,19.742795627691287,5947968
1,20.0,7.0,8.0,8.0,0.27970298007130623,14.625,5173354
2,210.0,49.0,42.0,102.0,0.2509114108647087,21.410714285714285,5173354
3,1063.0,187.0,154.0,673.0,0.2697030427333759,18.501949317738788,5173354
1,9.0,2.0,2.0,2.0,0.39296320080757147,8.0,6073331
2,18.0,2.0,3.0,9.0,0.34910796417130363,4.666666666666667,6073331
3,21.0,3.0,4.0,10.0,0.3870712772011757,9.0,6073331
1,19.0,12.0,11.0,16.0,0.16121285455301404,14.5625,4357596
2,269.0,76.0,55.0,144.0,0.21987516110227126,20.72602739726027,4357596
3,6700.0,1060.0,700.0,6587.0,0.20768965788143776,21.2499597617898,4357596
1,11.0,2.0,3.0,5.0,0.35085681080818176,18.0,4275737
2,111.0,23.0,21.0,57.0,0.33795022142344505,22.517241379310345,4275737
3,4402.0,581.0,430.0,6401.0,0.26591167669161303,22.018970861748294,4275737
1,15.0,5.0,5.0,7.0,0.25299949092524393,14.428571428571427,4860173
2,62.0,20.0,18.0,34.0,0.31912579935263186,14.735294117647056,4860173
3,546.0,122.0,115.0,339.0,0.2525384922959528,15.720994475138124,4860173
1,18.0,8.0,7.0,10.0,0.2370338797569275,10.7,5633172
2,72.0,23.0,22.0,32.0,0.21511451809695276,13.484848484848484,5633172
3,1172.0,201.0,154.0,1211.0,0.25452524119004244,19.75840662183135,5633172
1,20.0,5.0,5.0,9.0,0.3547800646887885,13.777777777777779,6094608
2,109.0,17.0,24.0,49.0,0.2442218227958193,18.285714285714285,6094608
3,1277.0,160.0,145.0,780.0,0.2727899346308775,19.674678111587983,6094608
1,24.0,9.0,9.0,24.0,0.2361578047275543,26.91666666666667,5782885
2,222.0,46.0,34.0,206.0,0.26246562956063,24.18695652173913,5782885
3,2731.0,396.0,285.0,3023.0,0.2718922097081954,21.146705202312134,5782885
1,26.0,8.0,7.0,11.0,0.24039970487356185,16.0,6325115
2,51.0,14.0,14.0,20.0,0.1966706986228625,18.142857142857142,6325115
3,93.0,26.0,26.0,42.0,0.2062198400668714,20.55172413793104,6325115
1,5.0,2.0,2.0,2.0,0.3825171887874603,4.5,4393118
2,15.0,6.0,6.0,7.0,0.34061108955315184,10.0,4393118
3,83.0,22.0,22.0,48.0,0.216220619004904,16.102040816326532,4393118
1,4.0,2.0,4.0,4.0,0.5061200670897961,3.0,5010749
2,35.0,10.0,10.0,13.0,0.23515148367732766,11.125,5010749
3,754.0,222.0,212.0,503.0,0.2367930049502281,17.072580645161292,5010749
1,14.0,6.0,6.0,7.0,0.3096748760768345,15.0,4959975
2,86.0,36.0,35.0,49.0,0.2331933010200208,21.4,4959975
3,670.0,157.0,156.0,435.0,0.22200455696880814,18.602,4959975
1,2.0,1.0,1.0,1.0,,,5025647
2,24.0,14.0,15.0,17.0,0.25280210297358663,13.157894736842106,5025647
3,169.0,66.0,65.0,109.0,0.2579046897099991,15.48684210526316,5025647
1,8.0,4.0,5.0,8.0,0.2368702497333288,15.5,5274259
2,57.0,13.0,13.0,39.0,0.2874821340665221,22.375,5274259
3,947.0,99.0,92.0,789.0,0.2375500576653768,19.62488129154796,5274259
1,14.0,4.0,4.0,6.0,0.35186397035916644,21.33333333333333,4585109
2,33.0,12.0,15.0,18.0,0.28827484175562856,14.1,4585109
3,560.0,134.0,126.0,311.0,0.2590474898485761,15.307368421052633,4585109
1,35.0,9.0,9.0,14.0,0.29069729681525913,9.928571428571429,4636021
2,223.0,66.0,53.0,129.0,0.2324714091126666,17.03787878787879,4636021
3,4451.0,696.0,484.0,3208.0,0.23219349598237485,17.754636233951498,4636021
1,10.0,4.0,4.0,4.0,0.2886978313326836,24.25,4197238
2,53.0,10.0,10.0,32.0,0.2341444328427315,16.475,4197238
3,917.0,183.0,136.0,649.0,0.23736142147728734,22.387234042553192,4197238
1,7.0,3.0,3.0,3.0,0.4177241424719493,12.0,5225101
2,11.0,4.0,4.0,7.0,0.2560014767306192,12.0,5225101
3,17.0,6.0,6.0,7.0,0.2286485806107521,14.3,5225101
1,28.0,4.0,6.0,8.0,0.19130911864340305,28.625,6105322
2,62.0,14.0,13.0,30.0,0.2359033608809113,22.777777777777782,6105322
3,170.0,44.0,42.0,85.0,0.24499143654201916,18.755905511811022,6105322
1,15.0,5.0,5.0,5.0,0.3358421504497528,14.0,4145506
2,130.0,32.0,26.0,51.0,0.24231192626059056,22.68,4145506
3,2111.0,354.0,256.0,1818.0,0.2640172860913741,21.07390396659708,4145506
1,8.0,3.0,4.0,5.0,0.3104391425848007,17.2,5038661
2,32.0,11.0,14.0,24.0,0.2917057052254677,24.95454545454545,5038661
3,474.0,104.0,86.0,458.0,0.2108227403933473,19.26079734219269,5038661
1,6.0,2.0,2.0,4.0,0.25897497683763504,27.25,4306504
2,,,,,,,4306504
3,,,,,,,4306504
1,46.0,12.0,11.0,22.0,0.22743819857185535,24.863636363636363,6049364
2,259.0,49.0,44.0,134.0,0.2277377221121717,18.45522388059701,6049364
3,1744.0,207.0,185.0,1867.0,0.256118692523103,20.147963941560462,6049364
1,3.0,2.0,2.0,2.0,0.3201514780521393,5.5,4641695
2,22.0,8.0,7.0,13.0,0.2813420914686643,10.846153846153848,4641695
3,51.0,13.0,12.0,29.0,0.3317733854055405,14.93548387096774,4641695
1,7.0,4.0,4.0,4.0,0.2592122480273247,21.0,5036208
2,44.0,13.0,14.0,24.0,0.2248325824427108,24.125,5036208
3,682.0,118.0,94.0,452.0,0.24398421311653906,17.417061611374407,5036208
1,25.0,8.0,7.0,10.0,0.1413544353097677,16.2,5271406
2,191.0,49.0,45.0,99.0,0.2326400862937724,20.37037037037037,5271406
3,2113.0,370.0,294.0,1803.0,0.252208397951197,19.256397263744613,5271406
1,32.0,7.0,11.0,14.0,0.2486613084162985,13.857142857142858,5655732
2,35.0,14.0,15.0,28.0,0.3019441120764789,14.911764705882351,5655732
3,191.0,51.0,57.0,103.0,0.2620640046321429,16.646153846153847,5655732
1,19.0,9.0,9.0,11.0,0.2559685090726072,16.09090909090909,5222709
2,167.0,57.0,51.0,67.0,0.2488996505460425,15.635135135135135,5222709
3,1981.0,447.0,384.0,1293.0,0.22477584747567533,17.03780241935484,5222709
1,6.0,3.0,3.0,4.0,0.3936421275138855,12.5,4799163
2,49.0,15.0,15.0,17.0,0.2323200299459345,16.235294117647058,4799163
3,789.0,204.0,192.0,558.0,0.26905482968263256,19.335280373831772,4799163
1,13.0,7.0,6.0,7.0,0.30103897196905954,19.285714285714285,4722689
2,122.0,34.0,32.0,67.0,0.2539185734520502,20.514705882352946,4722689
3,1053.0,251.0,233.0,802.0,0.2889119200612358,20.44733727810651,4722689
1,40.0,7.0,7.0,20.0,0.15687410943210126,19.05,5644185
2,174.0,53.0,57.0,97.0,0.24212639057273125,18.050420168067227,5644185
3,778.0,174.0,163.0,420.0,0.2475965081288102,18.91480996068152,5644185
1,22.0,6.0,6.0,22.0,0.22837155176834625,24.681818181818183,5769784
2,296.0,70.0,73.0,243.0,0.15220360594714502,16.63021582733813,5769784
3,3310.0,551.0,394.0,2730.0,0.3916091291587239,20.28474952121762,5769784
1,10.0,6.0,6.0,6.0,0.3891006658474605,13.333333333333336,4475812
2,201.0,76.0,60.0,104.0,0.2829361271146125,19.13274336283186,4475812
3,4352.0,932.0,654.0,2854.0,0.2573356010462229,22.86739804435965,4475812
1,6.0,2.0,2.0,3.0,0.18780256311098734,12.666666666666664,4217597
2,50.0,14.0,13.0,25.0,0.2259072956557457,15.653846153846152,4217597
3,993.0,180.0,157.0,721.0,0.20682731740655644,17.378285714285713,4217597
1,66.0,20.0,18.0,28.0,0.27326485541250023,22.071428571428577,6323811
2,306.0,82.0,69.0,159.0,0.25702659652220555,20.692771084337352,6323811
3,1822.0,316.0,265.0,1592.0,0.2247828809444841,19.506365951255,6323811
1,29.0,15.0,14.0,23.0,0.2552350872884626,20.82608695652174,5422964
2,318.0,98.0,75.0,284.0,0.3241126414939341,17.535211267605632,5422964
3,3593.0,587.0,401.0,3258.0,0.24876893369157965,19.03398843930636,5422964
1,33.0,15.0,15.0,18.0,0.22424086928367612,19.61111111111111,6000004
2,103.0,30.0,25.0,42.0,0.2281889101966869,19.25581395348837,6000004
3,257.0,59.0,56.0,157.0,0.24384474981237544,18.975757575757576,6000004
1,3.0,2.0,2.0,2.0,0.09874912351369858,16.5,4815513
2,66.0,18.0,13.0,30.0,0.20286494282384712,24.86666666666667,4815513
3,930.0,180.0,155.0,768.0,0.20500298231767008,21.248636859323877,4815513
1,1.0,1.0,1.0,1.0,0.4315863251686096,9.0,4405504
2,20.0,7.0,7.0,8.0,0.2933558587517057,9.857142857142858,4405504
3,129.0,29.0,29.0,60.0,0.3618196678943321,16.21311475409836,4405504
1,2.0,1.0,1.0,1.0,0.0780676007270813,24.0,4585478
2,,,,,,,4585478
3,,,,,,,4585478
1,,,,,,,6223759
2,3.0,1.0,1.0,1.0,0.3106888234615326,51.0,6223759
3,11.0,4.0,4.0,4.0,0.25929444283246994,20.75,6223759
1,21.0,7.0,5.0,6.0,0.2840045963724454,25.5,6192311
2,110.0,25.0,22.0,55.0,0.2618823416869749,16.98181818181818,6192311
3,977.0,174.0,138.0,626.0,0.24987001374923615,20.021970233876683,6192311
1,24.0,4.0,4.0,9.0,0.2350945870081584,17.22222222222222,4455414
2,70.0,19.0,15.0,30.0,0.3138985285121534,13.75,4455414
3,644.0,140.0,129.0,309.0,0.2517513332503109,20.188640973630832,4455414
1,9.0,8.0,7.0,9.0,0.3781392027934392,29.11111111111111,5523144
2,102.0,36.0,33.0,72.0,0.2697232149933514,25.171052631578952,5523144
3,643.0,143.0,143.0,414.0,0.28397475318805704,19.73134328358209,5523144
1,18.0,7.0,6.0,13.0,0.28512527163212115,18.30769230769231,5291523
2,279.0,64.0,58.0,132.0,0.29251550874897164,21.33576642335766,5291523
3,2366.0,401.0,281.0,2029.0,0.2628257992300385,20.942006867607784,5291523
1,11.0,4.0,4.0,8.0,0.21680121263489127,10.375,4814655
2,32.0,8.0,8.0,11.0,0.3119204021417178,13.384615384615385,4814655
3,563.0,97.0,96.0,343.0,0.2758258843843268,16.266375545851528,4814655
1,13.0,5.0,5.0,5.0,0.2604899287223816,22.4,6059828
2,55.0,13.0,15.0,27.0,0.2771463972274904,19.33333333333333,6059828
3,140.0,37.0,37.0,74.0,0.2838846085275092,19.520325203252032,6059828
1,11.0,5.0,4.0,7.0,0.36341021742139545,23.714285714285715,4390641
