gen,inventor,assignee,location,id,similarity,claims,root
2,102.0,22.0,19.0,53.0,0.19903730305860629,20.0188679245283,5367693
3,2387.0,227.0,169.0,1700.0,0.23246746370845345,20.214588634435962,5367693
1,7.0,2.0,2.0,2.0,0.4396551549434662,25.5,4696858
2,24.0,8.0,6.0,15.0,0.3645291189352671,17.133333333333333,4696858
3,90.0,17.0,10.0,56.0,0.3054241399104531,14.027027027027025,4696858
1,26.0,12.0,12.0,20.0,0.20390841215848926,19.95,6266361
2,161.0,49.0,42.0,128.0,0.21047972570693887,21.044117647058822,6266361
3,458.0,105.0,90.0,447.0,0.5062358782288994,20.28070822574696,6266361
1,48.0,12.0,7.0,22.0,0.342003499919718,21.045454545454547,5230387
2,425.0,81.0,59.0,252.0,0.2694769249973844,36.83219178082192,5230387
3,9693.0,1330.0,817.0,8731.0,0.36421655828024346,24.875275114708842,5230387
1,8.0,5.0,5.0,5.0,0.2875302463769913,19.0,4184635
2,38.0,22.0,21.0,27.0,0.20485402781654288,16.77777777777778,4184635
3,351.0,121.0,118.0,224.0,0.2237030507838827,19.3728813559322,4184635
1,24.0,9.0,12.0,18.0,0.4218127015564177,10.222222222222221,5389560
2,183.0,34.0,37.0,134.0,0.3124756343560676,15.095890410958905,5389560
3,3039.0,244.0,210.0,2926.0,0.2479787724823948,19.003323108384453,5389560
1,3.0,2.0,2.0,2.0,0.2430237755179405,11.0,5082434
2,10.0,5.0,5.0,7.0,0.2774414271116257,19.0,5082434
3,49.0,20.0,20.0,37.0,0.20984966896082224,18.605263157894736,5082434
1,22.0,6.0,5.0,7.0,0.4033167447362627,19.857142857142858,4741596
2,144.0,35.0,35.0,62.0,0.32307892280911643,19.857142857142858,4741596
3,1144.0,194.0,164.0,725.0,0.3457545713513442,21.98521739130435,4741596
1,13.0,3.0,3.0,4.0,0.3157949633896351,11.5,6280022
2,16.0,3.0,2.0,7.0,0.21293611079454425,13.625,6280022
3,14.0,2.0,1.0,4.0,0.3709748014807701,12.25,6280022
1,23.0,7.0,7.0,10.0,0.30674288007948136,22.11111111111111,4925492
2,85.0,27.0,28.0,44.0,0.2547012941634401,21.723404255319146,4925492
3,967.0,214.0,204.0,635.0,0.2718612200553719,21.580497382198953,4925492
1,43.0,8.0,8.0,32.0,0.1897662393166684,15.5,5199441
2,280.0,66.0,60.0,174.0,0.27577681444012203,23.451282051282053,5199441
3,6715.0,960.0,651.0,8671.0,0.2681944821405444,15.963931945026285,5199441
1,24.0,6.0,6.0,10.0,0.2463032156229019,20.9,4880569
2,208.0,28.0,29.0,79.0,0.3399692817845128,19.113636363636363,4880569
3,1241.0,198.0,172.0,729.0,0.3016036999655881,18.80719557195572,4880569
1,19.0,6.0,7.0,14.0,0.1364165297044175,18.714285714285715,6285589
2,108.0,21.0,22.0,66.0,0.3043396479227173,19.070422535211264,6285589
3,3297.0,274.0,206.0,3941.0,0.25477428195250656,19.29787488061127,6285589
1,5.0,2.0,2.0,3.0,0.5112065474192301,21.0,5280124
2,34.0,5.0,5.0,15.0,0.28235357387789656,19.285714285714285,5280124
3,1385.0,230.0,187.0,1179.0,0.29601633390687665,29.30897750055692,5280124
1,8.0,4.0,4.0,6.0,0.28555944810310996,21.83333333333333,4331970
2,266.0,68.0,53.0,132.0,0.22705143162733815,19.307228915662648,4331970
3,3945.0,561.0,401.0,2627.0,0.2461474193323744,18.95525170913611,4331970
1,10.0,4.0,4.0,5.0,0.2784158170223236,19.8,5034131
2,50.0,23.0,21.0,35.0,0.34672731088428965,28.731707317073173,5034131
3,640.0,233.0,222.0,467.0,0.3187708373093072,23.66368715083799,5034131
1,38.0,11.0,11.0,12.0,0.17681967901686824,20.33333333333333,5797113
2,288.0,86.0,73.0,182.0,0.21882919954294536,20.579787234042552,5797113
3,5731.0,786.0,523.0,4407.0,0.1961592581826829,22.43714323642639,5797113
1,15.0,4.0,4.0,4.0,0.17078986391425133,14.5,5786031
2,89.0,15.0,15.0,27.0,0.2796443805650429,18.740740740740737,5786031
3,396.0,77.0,73.0,192.0,0.29551918720468306,18.30769230769231,5786031
1,5.0,3.0,3.0,3.0,0.22461696962515512,14.333333333333336,5417006
2,35.0,13.0,13.0,14.0,0.20642784024987898,18.0,5417006
3,69.0,21.0,21.0,29.0,0.2234072561841458,20.9375,5417006
1,2.0,2.0,2.0,2.0,0.18333210051059726,17.0,4776471
2,36.0,17.0,17.0,19.0,0.24641838456903184,15.571428571428573,4776471
3,1080.0,436.0,381.0,828.0,0.2906153187195644,17.27812956648806,4776471
1,37.0,11.0,11.0,15.0,0.17226639489332835,16.333333333333332,5485391
2,122.0,41.0,40.0,58.0,0.2299905233695859,19.590163934426233,5485391
3,541.0,91.0,88.0,316.0,0.17158245447057266,18.61904761904762,5485391
1,51.0,17.0,15.0,21.0,0.3609497987088703,15.285714285714285,4811209
2,513.0,97.0,77.0,291.0,0.2468151482508371,19.200657894736842,4811209
3,17169.0,1352.0,728.0,16712.0,0.22761491158416136,20.988484535321472,4811209
1,14.0,5.0,5.0,5.0,0.3750477790832519,11.2,4186254
2,27.0,12.0,12.0,17.0,0.3514442443847656,17.058823529411768,4186254
3,252.0,55.0,54.0,144.0,0.3369775967276776,17.559585492227978,4186254
1,11.0,5.0,5.0,6.0,0.20977829396724698,14.5,5535545
2,32.0,20.0,21.0,34.0,0.19980408777208888,20.823529411764707,5535545
3,203.0,85.0,85.0,148.0,0.25394021297754105,25.01929260450161,5535545
1,31.0,9.0,7.0,18.0,0.17214763371480835,23.16666666666667,4939682
2,288.0,61.0,50.0,180.0,0.2443276653300278,18.51758793969849,4939682
3,2186.0,336.0,239.0,1663.0,0.2376739333261759,22.46845124282983,4939682
1,11.0,4.0,4.0,4.0,0.4139787182211876,24.25,4451491
2,87.0,33.0,33.0,52.0,0.2993361271487979,15.942307692307693,4451491
3,812.0,149.0,130.0,440.0,0.3422149693895433,20.140202702702698,4451491
1,7.0,3.0,3.0,5.0,0.2605092376470566,8.2,6158947
2,43.0,15.0,14.0,27.0,0.19965929855351092,19.0,6158947
3,141.0,37.0,32.0,77.0,0.2763625457743878,16.73134328358209,6158947
1,5.0,4.0,4.0,4.0,0.2808274403214455,11.75,4277018
2,55.0,24.0,23.0,28.0,0.25977631232568194,16.321428571428573,4277018
3,2007.0,378.0,305.0,1458.0,0.2248165286182541,19.021387584767865,4277018
1,3.0,1.0,1.0,2.0,0.3681148439645767,13.0,5011774
2,39.0,12.0,13.0,27.0,0.4159661664494446,26.107142857142854,5011774
3,898.0,157.0,124.0,517.0,0.3197585454209444,22.30628608082104,5011774
1,24.0,8.0,7.0,11.0,0.2337942489168861,12.909090909090908,4816754
2,231.0,74.0,56.0,136.0,0.23961103201782616,19.4014598540146,4816754
3,4142.0,618.0,424.0,3068.0,0.2566003940032512,18.32751552067471,4816754
1,16.0,6.0,6.0,6.0,0.2916657105088234,19.33333333333333,5102632
2,74.0,17.0,18.0,24.0,0.32090719789266586,20.916666666666668,5102632
3,266.0,60.0,59.0,197.0,0.2744030378397866,18.947136563876647,5102632
1,19.0,6.0,6.0,7.0,0.3170977809599468,16.428571428571427,5557082
2,69.0,19.0,19.0,41.0,0.2361798424546312,16.951219512195124,5557082
3,364.0,60.0,69.0,234.0,0.26536167551283585,17.90909090909091,5557082
1,18.0,6.0,5.0,10.0,0.2622202351689339,20.3,5432226
2,90.0,32.0,26.0,41.0,0.3040210517441354,16.975609756097562,5432226
3,300.0,76.0,70.0,147.0,0.27231620883226004,19.986842105263158,5432226
1,8.0,3.0,3.0,3.0,0.20319139709075293,13.333333333333336,4462258
2,7.0,3.0,3.0,3.0,0.3323258956273397,13.666666666666664,4462258
3,102.0,30.0,32.0,79.0,0.19981971671804785,24.0125,4462258
1,4.0,1.0,1.0,1.0,0.4193928837776184,2.0,4938908
2,116.0,32.0,29.0,66.0,0.15979327104041274,19.774647887323944,4938908
3,722.0,192.0,165.0,460.0,0.38638236475606297,17.28585961342828,4938908
1,30.0,9.0,9.0,19.0,0.23752998678307785,19.0,5852058
2,264.0,66.0,59.0,172.0,0.29061568881740274,21.11340206185567,5852058
3,2480.0,441.0,336.0,2261.0,0.2794730565352637,18.957171220572945,5852058
1,47.0,6.0,5.0,81.0,0.14281351183667595,20.88888888888889,4922180
2,185.0,56.0,52.0,118.0,0.5003189541204202,19.90120967741936,4922180
3,1157.0,273.0,243.0,972.0,0.38392068903634907,20.567007299270074,4922180
1,15.0,8.0,7.0,9.0,0.2454444198972649,12.444444444444445,4466641
2,64.0,25.0,26.0,30.0,0.22476023584604266,14.433333333333335,4466641
3,746.0,206.0,173.0,467.0,0.2679386285610679,16.87317073170732,4466641
1,34.0,7.0,7.0,11.0,0.3614945384589108,16.454545454545453,5756226
2,124.0,24.0,27.0,53.0,0.29649713217166435,22.47368421052632,5756226
3,549.0,108.0,95.0,312.0,0.2791544260933649,20.656976744186046,5756226
1,6.0,4.0,4.0,4.0,0.2790779173374176,16.5,4737270
2,44.0,18.0,17.0,20.0,0.24614966847002506,14.65,4737270
3,180.0,69.0,66.0,124.0,0.2020137264434971,19.0,4737270
1,5.0,2.0,2.0,2.0,0.2532312870025635,17.0,5277071
2,7.0,2.0,2.0,2.0,0.23308115452528,15.0,5277071
3,16.0,6.0,6.0,7.0,0.1881835481950215,14.714285714285715,5277071
1,1.0,1.0,1.0,1.0,0.18836992979049685,13.0,6070393
2,3.0,1.0,1.0,1.0,0.1947041153907776,17.0,6070393
3,,,,,,,6070393
1,21.0,11.0,13.0,16.0,0.1714829606935382,26.0,5401056
2,217.0,55.0,55.0,93.0,0.26734086085076725,16.045871559633028,5401056
3,1940.0,288.0,260.0,1007.0,0.2802959061768009,16.590546347452428,5401056
1,7.0,2.0,2.0,2.0,0.24420183897018435,5.5,4765511
2,18.0,9.0,9.0,9.0,0.2364860781364971,18.88888888888889,4765511
3,1004.0,221.0,197.0,630.0,0.22223515063895505,18.11958997722096,4765511
1,7.0,4.0,5.0,4.0,0.16207348741590974,14.25,4602504
2,38.0,23.0,22.0,22.0,0.2820099035035009,12.08695652173913,4602504
3,1493.0,491.0,411.0,1150.0,0.24059276889347156,17.36701030927835,4602504
1,34.0,10.0,9.0,16.0,0.2984536746516824,17.375,5395803
2,185.0,41.0,34.0,85.0,0.2745809020537339,15.247191011235955,5395803
3,1765.0,278.0,207.0,919.0,0.2493593039016211,17.32789212207239,5395803
1,12.0,3.0,3.0,10.0,0.4987812578678131,14.5,6284950
2,30.0,6.0,8.0,20.0,0.6135937738418579,17.8,6284950
3,36.0,4.0,5.0,81.0,0.5903059521859343,19.76136363636364,6284950
1,7.0,2.0,2.0,3.0,0.3780431747436523,15.0,4465638
2,19.0,4.0,6.0,10.0,0.4142209006981416,11.818181818181818,4465638
3,45.0,11.0,10.0,18.0,0.3492046511835522,16.555555555555557,4465638
1,28.0,5.0,5.0,9.0,0.3028091788291931,8.333333333333334,5098872
2,126.0,36.0,34.0,68.0,0.22964632605512936,17.773333333333333,5098872
3,1339.0,277.0,248.0,1020.0,0.2904343364437146,18.93341121495327,5098872
1,19.0,9.0,9.0,12.0,0.2513848369320233,17.333333333333332,4576386
2,161.0,58.0,53.0,70.0,0.2399307197412929,15.675675675675675,4576386
3,3173.0,556.0,422.0,2354.0,0.3259530948514854,27.484076433121015,4576386
1,32.0,10.0,9.0,10.0,0.2437859233468771,13.5,5782102
2,67.0,17.0,19.0,28.0,0.2521073200001285,18.206896551724142,5782102
3,336.0,71.0,69.0,168.0,0.24561651006340984,15.14,5782102
1,14.0,7.0,7.0,10.0,0.3319549992680549,10.6,4915934
2,52.0,17.0,16.0,26.0,0.3518360534618641,27.17241379310345,4915934
3,2453.0,498.0,404.0,2239.0,0.3266271160188345,24.701201886505398,4915934
1,7.0,5.0,6.0,6.0,0.2815915743509929,18.166666666666668,6148443
2,19.0,6.0,6.0,7.0,0.2525814835514341,16.571428571428573,6148443
3,33.0,20.0,18.0,26.0,0.3349973316425863,16.02173913043478,6148443
1,11.0,4.0,4.0,4.0,0.2660718187689781,10.75,5050247
2,20.0,8.0,7.0,18.0,0.2388446376555496,15.944444444444445,5050247
3,56.0,16.0,17.0,34.0,0.33980849872935903,17.581818181818182,5050247
1,51.0,13.0,10.0,16.0,0.3884167512878776,12.9375,5286552
2,213.0,41.0,33.0,92.0,0.30152280967343936,14.757575757575758,5286552
3,3230.0,505.0,403.0,2217.0,0.3125092206116801,26.609414758269722,5286552
1,7.0,3.0,3.0,4.0,0.152381906285882,18.25,6266861
2,37.0,14.0,15.0,18.0,0.2171294038233004,14.421052631578947,6266861
3,116.0,49.0,41.0,70.0,0.280093230757412,14.56043956043956,6266861
1,56.0,14.0,13.0,18.0,0.17242715838882658,25.16666666666667,5879292
2,517.0,115.0,103.0,309.0,0.2039805905999722,23.35135135135135,5879292
3,6553.0,1000.0,677.0,5895.0,0.2068706938030395,19.92839997256704,5879292
1,10.0,6.0,5.0,8.0,0.4228335740044713,11.75,4657256
2,113.0,43.0,35.0,78.0,0.3184851897057406,20.46511627906977,4657256
3,5154.0,914.0,574.0,9526.0,0.2923268065619762,26.213496877654734,4657256
1,10.0,3.0,3.0,3.0,0.3031805306673049,30.66666666666667,5010851
2,16.0,7.0,7.0,7.0,0.3393681040033698,13.5,5010851
3,45.0,21.0,22.0,37.0,0.2367645884376197,20.547619047619047,5010851
1,44.0,8.0,8.0,21.0,0.3080177115542548,26.190476190476193,6094596
2,326.0,62.0,60.0,218.0,0.29039392707299844,21.41322314049587,6094596
3,1779.0,257.0,205.0,2142.0,0.2974761760426121,19.95759403832505,6094596
1,28.0,6.0,6.0,18.0,0.3072789427306917,18.944444444444443,6275463
2,85.0,15.0,7.0,40.0,0.3346094733902386,12.952380952380953,6275463
3,119.0,25.0,16.0,56.0,0.3212198024446314,12.181818181818182,6275463
1,13.0,7.0,7.0,7.0,0.2179934967841421,11.857142857142858,6021209
2,184.0,55.0,39.0,125.0,0.20529400870203973,18.648,6021209
3,1882.0,317.0,257.0,1326.0,0.2784294125008538,21.247412218388472,6021209
1,7.0,4.0,5.0,5.0,0.3593962728977204,10.8,5096345
2,28.0,14.0,16.0,19.0,0.2713069461286068,13.6,5096345
3,547.0,77.0,80.0,635.0,0.2446307518657192,16.152582159624412,5096345
1,137.0,13.0,14.0,89.0,0.22101427132094448,12.477272727272727,4272417
2,211.0,44.0,42.0,88.0,0.3434494353166901,13.970297029702973,4272417
3,1752.0,305.0,271.0,1182.0,0.3336420672580667,17.74500188608073,4272417
1,17.0,6.0,7.0,7.0,0.3183676813329969,12.571428571428573,4981453
2,87.0,25.0,23.0,117.0,0.1884815928118288,22.024793388429757,4981453
3,1395.0,314.0,250.0,1135.0,0.4278066821943552,20.182337266844307,4981453
1,67.0,22.0,18.0,36.0,0.2540535883874529,21.055555555555557,6165874
2,375.0,86.0,66.0,200.0,0.27552764483682385,19.577092511013216,6165874
3,1729.0,267.0,203.0,1431.0,0.25363903227658685,21.53687210545066,6165874
1,1.0,1.0,1.0,1.0,0.33185839653015137,12.0,4729553
2,2.0,1.0,1.0,1.0,0.2454855293035507,13.0,4729553
3,6.0,4.0,4.0,4.0,0.19183568959124386,16.0,4729553
1,28.0,7.0,9.0,13.0,0.3551450827373908,14.230769230769232,4558414
2,231.0,57.0,45.0,119.0,0.3167952267361469,17.75409836065574,4558414
3,5158.0,607.0,538.0,3828.0,0.2719432038597055,17.725504861630515,4558414
1,8.0,2.0,3.0,4.0,0.26485591009259224,13.5,5348402
2,26.0,9.0,7.0,10.0,0.32532467097043993,13.9,5348402
3,31.0,12.0,13.0,17.0,0.2924692955087213,17.647058823529417,5348402
1,19.0,10.0,9.0,11.0,0.22717593745751816,18.90909090909091,6078742
2,84.0,25.0,23.0,43.0,0.28608549100368524,25.51162790697675,6078742
3,314.0,69.0,63.0,229.0,0.1813406831142111,18.42622950819672,6078742
1,16.0,6.0,6.0,6.0,0.2814385990301768,14.166666666666664,4181144
2,118.0,36.0,38.0,68.0,0.24890965223312375,15.731343283582088,4181144
3,802.0,214.0,184.0,485.0,0.26934244490873355,16.301003344481607,4181144
1,13.0,5.0,6.0,7.0,0.2323369958571025,12.571428571428573,4660682
2,77.0,21.0,20.0,38.0,0.28516949990933593,17.763636363636362,4660682
3,597.0,109.0,110.0,345.0,0.2777089798255363,14.004594180704439,4660682
1,24.0,9.0,9.0,14.0,0.24705416336655614,28.0,6254553
2,233.0,54.0,48.0,153.0,0.18971653081258974,20.071428571428573,6254553
3,2687.0,401.0,296.0,2880.0,0.292815764677526,18.308294209702662,6254553
1,8.0,4.0,3.0,4.0,0.4524156227707863,6.0,4299723
2,80.0,26.0,27.0,36.0,0.2929123068178022,16.297297297297302,4299723
3,893.0,165.0,135.0,518.0,0.2788605572281457,20.204213938411673,4299723
1,10.0,2.0,2.0,2.0,0.33706049621105194,12.0,5155028
2,1.0,1.0,1.0,1.0,0.314130961894989,18.0,5155028
3,13.0,3.0,3.0,11.0,0.3310225671157241,17.0,5155028
1,9.0,6.0,6.0,6.0,0.30148376027743023,14.666666666666664,4137792
2,86.0,37.0,34.0,54.0,0.2721664728941741,11.444444444444445,4137792
3,2496.0,331.0,297.0,1953.0,0.2448913518609417,15.02759424795958,4137792
1,14.0,8.0,8.0,7.0,0.3383562479700361,12.142857142857142,4271458
2,215.0,105.0,97.0,130.0,0.2352019533059979,17.992366412213737,4271458
3,13184.0,2862.0,1767.0,11654.0,0.22158388009441501,22.780593811968604,4271458
1,8.0,4.0,4.0,4.0,0.21588868834078312,11.5,5429489
2,31.0,10.0,10.0,15.0,0.2580658346414566,19.125,5429489
3,121.0,36.0,40.0,81.0,0.2398013792346033,20.191011235955056,5429489
1,15.0,5.0,6.0,7.0,0.2582523099013737,21.285714285714285,5728178
2,198.0,42.0,43.0,136.0,0.2664188469579707,18.19371727748691,5728178
3,4576.0,619.0,470.0,5694.0,0.2622842342324882,16.35061964382427,5728178
1,4.0,2.0,2.0,2.0,0.22826849669218066,11.5,4632332
2,4.0,3.0,3.0,3.0,0.19531887769699094,21.33333333333333,4632332
3,13.0,8.0,8.0,10.0,0.21967390328645706,14.0,4632332
1,5.0,2.0,2.0,3.0,0.31046179433663684,5.333333333333333,4853141
2,18.0,4.0,4.0,7.0,0.2296091155572371,19.63636363636364,4853141
3,34.0,7.0,7.0,10.0,0.23378530009226364,37.81818181818182,4853141
1,33.0,7.0,7.0,11.0,0.2622654654762961,24.45454545454545,5991616
2,285.0,66.0,59.0,138.0,0.23521260801621166,21.73722627737226,5991616
3,1796.0,304.0,212.0,1555.0,0.24732137081767794,20.333012974531478,5991616
1,7.0,2.0,2.0,3.0,0.2694249252478282,28.33333333333333,6177656
2,,,,,,,6177656
3,,,,,,,6177656
1,3.0,1.0,1.0,1.0,0.33569663763046265,4.0,4693277
2,11.0,4.0,4.0,5.0,0.1901484102010727,11.4,4693277
3,40.0,17.0,16.0,21.0,0.2555292745431264,14.523809523809526,4693277
1,26.0,8.0,8.0,8.0,0.2569799441844225,22.375,5229370
2,67.0,25.0,22.0,34.0,0.2452000804966496,24.483870967741932,5229370
3,252.0,68.0,66.0,141.0,0.3083274375985969,21.78181818181818,5229370
1,10.0,5.0,5.0,5.0,0.13981615975499154,16.6,4713757
2,126.0,32.0,31.0,60.0,0.2541299515714248,21.05,4713757
3,1380.0,266.0,220.0,982.0,0.2393380699201275,19.471781305114643,4713757
1,6.0,4.0,4.0,4.0,0.19133678823709488,10.5,4148289
2,106.0,31.0,27.0,48.0,0.25205886418310297,16.8125,4148289
3,1251.0,199.0,172.0,629.0,0.2357585162950664,17.997167138810198,4148289
1,22.0,8.0,8.0,10.0,0.2712680131196976,11.6,4425504
2,120.0,39.0,34.0,54.0,0.24955676089633594,18.69090909090909,4425504
3,793.0,172.0,144.0,455.0,0.23467157624432405,19.19431279620853,4425504
1,11.0,4.0,4.0,4.0,0.2583501264452934,10.75,5832399
2,52.0,14.0,11.0,28.0,0.297428946942091,15.285714285714285,5832399
3,338.0,61.0,56.0,209.0,0.269341583573716,16.88235294117647,5832399
1,47.0,14.0,13.0,23.0,0.2790266443853793,26.347826086956523,5729379
2,325.0,85.0,69.0,142.0,0.3151086216563718,18.894736842105264,5729379
3,5124.0,786.0,564.0,4666.0,0.2938691993090993,25.968870813877594,5729379
1,19.0,3.0,3.0,4.0,0.222945548593998,13.75,4889938
2,15.0,5.0,5.0,5.0,0.3976971477270127,18.4,4889938
3,48.0,7.0,8.0,26.0,0.2918603455182165,23.375,4889938
1,25.0,14.0,14.0,17.0,0.2822556346654892,15.529411764705882,4436302
2,258.0,73.0,63.0,134.0,0.2385954211329247,15.545454545454545,4436302
3,2367.0,422.0,359.0,1361.0,0.2612666189300429,17.44710695499708,4436302
1,31.0,10.0,8.0,11.0,0.4574886099858718,16.09090909090909,4931854
2,214.0,62.0,59.0,104.0,0.2459950142574853,16.53271028037383,4931854
3,3727.0,554.0,407.0,2982.0,0.2788060235844325,26.88804277381724,4931854
1,11.0,7.0,7.0,7.0,0.26784518148217884,17.285714285714285,5426776
2,72.0,27.0,27.0,45.0,0.18662157497472234,17.666666666666668,5426776
3,654.0,145.0,120.0,430.0,0.22707739883984965,20.13295880149813,5426776
1,14.0,6.0,6.0,8.0,0.222609493881464,14.375,6003381
2,105.0,37.0,33.0,60.0,0.20289147120030201,21.0,6003381
3,690.0,151.0,122.0,456.0,0.32820870556959336,21.83399602385686,6003381
1,8.0,5.0,4.0,6.0,0.2712040022015572,16.0,5307034
2,116.0,32.0,29.0,67.0,0.24806057723859945,19.61111111111111,5307034
3,714.0,145.0,108.0,464.0,0.2583310654119867,18.385146804835927,5307034
1,3.0,2.0,2.0,2.0,0.3168311864137649,21.0,5588730
2,11.0,3.0,3.0,5.0,0.2283562630414963,11.6,5588730
3,14.0,5.0,4.0,7.0,0.2553166896104813,16.142857142857142,5588730
1,28.0,5.0,5.0,8.0,0.3174670897424221,25.75,6259105
2,122.0,21.0,19.0,42.0,0.2653327176862575,16.127659574468087,6259105
3,175.0,41.0,40.0,81.0,0.27099982200450795,19.204301075268816,6259105
1,9.0,3.0,5.0,9.0,0.3820297696760723,20.142857142857142,5077223
2,108.0,33.0,29.0,66.0,0.28314289952524835,27.180555555555557,5077223
3,4315.0,373.0,299.0,6496.0,0.2788007286732573,22.518057493720345,5077223
1,10.0,7.0,7.0,9.0,0.23240786790847776,13.777777777777779,5678805
2,41.0,10.0,10.0,23.0,0.21268612194968306,16.08695652173913,5678805
3,107.0,30.0,31.0,59.0,0.2326878984035416,17.352272727272727,5678805
1,38.0,13.0,10.0,15.0,0.20566708743572235,17.533333333333335,6211554
2,96.0,31.0,26.0,41.0,0.21619265938975984,18.738095238095237,6211554
3,546.0,102.0,82.0,300.0,0.2363204408369977,16.5012853470437,6211554
1,52.0,14.0,15.0,28.0,0.14810136825378453,19.964285714285715,4891810
2,711.0,121.0,96.0,377.0,0.2093565493296736,20.41025641025641,4891810
3,16326.0,1361.0,706.0,12734.0,0.23760049007968784,22.36379310344828,4891810
1,28.0,7.0,8.0,11.0,0.3426676338369196,9.909090909090908,5575500
2,144.0,44.0,38.0,64.0,0.2641131420080599,14.56578947368421,5575500
3,2671.0,352.0,294.0,1542.0,0.2616663580691226,16.102815699658702,5575500
1,,,,,,,4421681
2,21.0,9.0,12.0,16.0,0.31372444052249193,9.125,4421681
3,342.0,88.0,79.0,213.0,0.31348844795491043,20.84083044982699,4421681
1,13.0,5.0,5.0,7.0,0.2634673778499876,12.0,5187685
2,117.0,42.0,33.0,63.0,0.27286914573051035,13.921875,5187685
3,1116.0,209.0,152.0,856.0,0.237444502237285,19.47629310344828,5187685
1,13.0,4.0,3.0,5.0,0.3348509937524796,9.4,5563203
2,18.0,6.0,7.0,13.0,0.2823431274065605,18.923076923076927,5563203
3,69.0,15.0,16.0,26.0,0.3109292865563661,16.58974358974359,5563203
1,26.0,6.0,6.0,8.0,0.2827063295990229,30.625,6080683
2,92.0,24.0,25.0,32.0,0.29010714818206096,18.055555555555557,6080683
3,185.0,35.0,25.0,83.0,0.2951229666994715,20.943181818181817,6080683
1,,,,,,,5502918
2,3.0,1.0,1.0,1.0,0.22725218534469604,14.0,5502918
3,58.0,16.0,15.0,26.0,0.28966642329187103,14.151515151515152,5502918
1,6.0,3.0,3.0,3.0,0.16688143710295358,10.333333333333334,6040079
2,35.0,11.0,11.0,16.0,0.17820156272500753,18.0,6040079
3,69.0,19.0,18.0,42.0,0.22026688481370607,19.595238095238095,6040079
1,3.0,2.0,2.0,2.0,0.362829864025116,5.5,5704859
2,33.0,13.0,16.0,21.0,0.30182077558267684,20.0,5704859
3,191.0,53.0,50.0,160.0,0.2617825621410328,20.84558823529412,5704859
1,3.0,2.0,2.0,2.0,0.29103830456733704,10.0,5312293
2,41.0,14.0,16.0,19.0,0.21909485835778086,26.105263157894736,5312293
3,799.0,216.0,191.0,646.0,0.219881185292177,19.92202318229716,5312293
1,36.0,8.0,9.0,24.0,0.21681105766607367,22.347826086956523,6178711
2,75.0,28.0,26.0,50.0,0.26724522823796554,18.901960784313726,6178711
3,285.0,114.0,108.0,209.0,0.3406465758266267,18.94688221709007,6178711
1,4.0,2.0,2.0,2.0,0.25949953496456146,11.0,5220879
2,4.0,2.0,2.0,2.0,0.3714174926280975,11.0,5220879
3,5.0,2.0,2.0,3.0,0.28201161324977875,16.333333333333332,5220879
1,14.0,6.0,4.0,7.0,0.2411049625703267,13.857142857142858,5389975
2,278.0,88.0,71.0,193.0,0.1874621972217376,19.79581151832461,5389975
3,4872.0,719.0,445.0,5443.0,0.2479501643699503,22.05985285344999,5389975
1,39.0,12.0,12.0,23.0,0.2586167630824176,54.45454545454545,5626579
2,437.0,103.0,90.0,249.0,0.2457337274965717,29.79442508710801,5626579
3,8169.0,1342.0,932.0,10960.0,0.2650349978256296,19.87206969599192,5626579
1,4.0,4.0,4.0,3.0,0.157377523680528,19.666666666666668,6005499
2,5.0,6.0,5.0,4.0,0.2994667999446392,12.0,6005499
3,12.0,6.0,6.0,29.0,0.14133085760063138,22.724137931034484,6005499
1,,,,,,,5590924
2,3.0,3.0,3.0,3.0,0.26529276371002203,8.333333333333334,5590924
3,15.0,10.0,10.0,15.0,0.2644666413466136,16.733333333333334,5590924
1,5.0,1.0,1.0,2.0,0.314008966088295,16.0,4326363
2,40.0,16.0,15.0,18.0,0.1954553857445717,16.55,4326363
3,151.0,61.0,62.0,82.0,0.2594568037919784,17.01123595505618,4326363
1,8.0,2.0,2.0,2.0,0.19794411212205887,15.5,5909375
2,,,,,,,5909375
3,,,,,,,5909375
1,1.0,1.0,1.0,1.0,0.2668452262878418,8.0,4949385
2,16.0,4.0,4.0,5.0,0.3018812894821167,17.2,4949385
3,47.0,16.0,14.0,21.0,0.2703986569591191,16.52173913043478,4949385
1,15.0,5.0,5.0,5.0,0.3918490171432495,9.0,5134655
2,48.0,18.0,16.0,27.0,0.2990607704435076,21.535714285714285,5134655
3,1216.0,190.0,171.0,1011.0,0.23335479487103075,21.271491403438624,5134655
1,6.0,4.0,4.0,5.0,0.2900099873542786,11.6,4278409
2,28.0,15.0,15.0,18.0,0.2201611168682575,14.85,4278409
3,270.0,65.0,64.0,163.0,0.2432630976765,17.36180904522613,4278409
1,43.0,14.0,14.0,17.0,0.2573234092663316,14.882352941176471,5683322
2,128.0,35.0,38.0,58.0,0.2635409973304847,16.448275862068964,5683322
3,970.0,165.0,147.0,684.0,0.28098946913125283,14.854803010181493,5683322
1,4.0,2.0,2.0,2.0,0.17527145147323608,15.0,4318563
2,6.0,1.0,1.0,2.0,0.11225252598524094,33.0,4318563
3,12.0,5.0,5.0,7.0,0.3064052845750536,18.142857142857142,4318563
1,10.0,5.0,6.0,6.0,0.3101515471935272,15.166666666666664,4621552
