id,num_edge,num_patents,edge_density,unq_assignees,unq_inventors,unq_loc,avg_claims,avg_sim
4513641,9,6,1.5,3,18,3,23.666666666666668,0.33194811393817264
5283658,284,226,1.2566371681415929,40,246,40,15.324444444444444,0.2486807615430632
6258108,4629,1840,2.5157608695652174,287,1943,219,18.66413043478261,0.27281606620447746
5113399,1186,988,1.2004048582995952,156,1146,143,18.95010183299389,0.221564625044358
5061703,1865,748,2.4933155080213902,249,985,222,19.941097724230254,0.3657141262979993
4319747,8262,2211,3.7367706919945727,892,2332,662,18.7083144025443,0.2652624976361106
5360901,117,71,1.647887323943662,21,121,20,14.985915492957746,0.39270373822277427
6230497,3169,1568,2.021045918367347,505,2199,388,20.788633461047255,0.23338848822942646
4687540,5604,1904,2.94327731092437,375,2568,288,19.939936775553214,0.24340886939393475
5109633,72,56,1.2857142857142858,34,132,34,14.785714285714286,0.24994326010346413
5043079,2441,1580,1.5449367088607595,708,2223,569,19.88613231552163,0.2515647478030811
6046020,1,1,1.0,1,2,1,8.0,0.3544672429561615
5450070,71014,28414,2.4992609277116915,4572,31589,2214,21.43980352662638,0.21401984209666028
5912959,14,11,1.2727272727272727,8,19,9,15.0,0.32868068878139767
5229248,267,197,1.3553299492385786,39,314,45,14.852791878172589,0.4016195920745978
5747075,549,322,1.704968944099379,101,513,102,18.338509316770185,0.2922426929768643
