from,to
4176,3046
2086,1807
4883,3589
4733,2566
2823,458
3528,1797
2946,9
4499,9
4499,2946
3079,2851
4433,2851
4433,3079
5031,1117
4843,1046
4843,3425
4843,4574
4843,2939
4843,1928
5522,4843
4843,30
5522,30
5522,3425
5522,1928
5522,2939
5522,1046
5522,4574
2939,1928
2939,30
2939,1046
4574,2939
3425,2939
4574,3425
3425,1928
3425,1046
3425,30
4574,1046
4574,30
4574,1928
1928,30
1928,1046
1046,30
3974,179
3974,3506
3506,179
3336,742
3336,805
805,742
3719,2476
4385,2476
2476,2269
3519,2476
4758,2476
3111,2476
2476,371
4502,2476
4621,2476
2476,1044
3525,2476
2476,1182
3111,1182
3525,3111
3111,371
3111,1044
4758,3111
4385,3111
3719,3111
3519,3111
4621,3111
3111,2269
4502,3111
3719,2269
2269,371
2269,1182
4502,2269
2269,1044
3519,2269
4758,2269
4621,2269
3525,2269
4385,2269
4621,1044
4621,1182
4621,371
4621,3519
4758,4621
4621,4385
4621,4502
4621,3525
4621,3719
4502,3525
4385,3525
3525,3519
3525,371
3525,1044
3525,1182
3719,3525
4758,3525
4758,4502
4502,371
4502,1044
4502,3719
4502,1182
4502,3519
4502,4385
4758,1044
4758,3719
4758,371
4758,1182
4758,3519
4758,4385
3519,1182
1182,1044
3719,1182
1182,371
4385,1182
3719,3519
3719,371
4385,3719
3719,1044
3519,1044
4385,1044
1044,371
3519,371
4385,371
4385,3519
1926,742
1926,805
2525,2237
3159,2237
3159,2525
1124,189
2675,1124
2196,1124
2675,2196
2196,189
2675,189
3333,2005
2005,1363
2397,2005
2452,2005
2397,1363
3333,2397
2452,2397
3333,2452
3333,1363
2452,1363
2846,22
2846,1584
5284,2846
5284,22
1584,22
5284,1584
4420,496
5521,1255
4109,3119
4745,2609
4745,2011
2609,2011
2609,1943
1943,1720
2609,1720
5156,3743
5156,1963
5156,4479
4479,1963
3743,1963
4479,3743
2609,909
4745,909
4703,935
4703,4234
4703,2011
4234,935
4234,2011
2011,935
4745,4615
4615,2609
4880,2344
4880,4575
4880,3564
4575,3564
4575,2344
3564,2344
4182,3923
4975,4727
4234,2609
2609,935
2889,1720
4234,1720
1720,935
4234,2889
2889,935
3663,1922
3663,1878
5091,3663
1922,1878
5091,1922
5091,1878
4745,935
4745,4234
5261,1665
4745,3219
3219,1720
4323,3219
5578,3219
4323,1720
4745,4323
5578,4323
5578,4745
4745,1720
5578,1720
5090,4745
5090,2609
1954,1891
4900,1128
4900,199
1128,199
4900,275
1128,275
100,40
2991,100
2991,40
5606,5223
761,373
4637,1984
2065,769
4641,661
4641,2749
4641,1224
4641,2816
2816,661
2816,1224
2816,2749
1224,661
2749,1224
2749,661
5521,3614
5521,4866
4866,3614
5381,3684
5316,2644
4260,2644
2644,1296
5316,4260
4260,1296
5316,1296
2430,777
2174,349
5065,349
5065,2174
5526,5401
3869,3024
3869,1134
4815,3869
3869,885
3869,3053
3024,885
3024,1134
4815,3024
3053,3024
4815,3053
3053,1134
3053,885
1134,885
4815,885
4815,1134
4835,4517
5150,4517
4517,3088
4835,3088
5150,3088
5150,4835
4860,1093
1553,1093
3059,1093
4860,3059
3059,1553
4860,1553
3757,3666
5066,3757
3757,3342
5579,3757
5579,3666
5066,3666
3666,3342
5579,3342
5066,3342
5579,5066
3456,3398
4286,751
751,504
4286,504
4045,963
4503,963
4684,963
3774,963
1077,963
1129,963
5454,963
1335,963
4045,1129
4684,4045
4045,1335
5454,4045
4045,1077
4503,4045
4045,3774
4503,1129
1129,1077
5454,1129
1335,1129
4684,1129
3774,1129
4684,4503
5454,4684
4684,3774
4684,1335
4684,1077
3774,1077
5454,1077
1335,1077
4503,1077
4503,3774
5454,3774
3774,1335
4503,1335
5454,1335
5454,4503
3089,2167
4144,2167
4531,2167
2167,812
4531,3089
3089,812
4144,3089
4144,812
4531,4144
4531,812
4011,1197
2599,1197
4011,2599
598,274
598,464
464,274
4503,2621
4503,214
2621,214
1548,1389
4759,89
5168,3837
5168,663
3837,663
4155,1985
1985,1466
3082,1985
4155,3082
3082,1466
4155,1466
5134,218
580,218
5076,218
1903,218
1903,580
5076,1903
5134,1903
5134,5076
5134,580
5076,580
2634,1542
5215,2634
5215,1542
2831,639
1648,383
1197,68
4571,68
2892,68
2644,68
2644,1197
4571,1197
2892,1197
4571,2644
2892,2644
4571,2892
1903,921
3389,580
1087,580
3389,1087
2847,2338
2847,2025
5174,2847
4475,2847
5174,4475
5174,2338
5174,2025
4475,2338
4475,2025
2338,2025
3153,464
2911,461
2911,1945
5241,2911
5241,461
1945,461
5241,1945
3892,1727
3892,900
4339,3892
4562,3892
4612,3892
4268,3892
1727,900
4268,900
4612,900
4339,900
4562,900
4339,1727
4268,1727
4612,1727
4562,1727
4612,4268
4562,4268
4339,4268
4612,4562
4562,4339
4612,4339
3658,1733
4250,1733
2153,1733
1733,191
1733,328
2153,328
3658,328
4250,328
328,191
3658,191
3658,2153
4250,3658
2153,191
4250,191
4250,2153
2419,2287
4220,1544
4964,4220
4964,1544
1544,156
4220,156
5281,2878
5281,4220
5281,5269
4220,2878
5269,2878
5269,4220
2101,1643
2101,1621
3561,2101
2101,1420
2101,833
2101,352
3561,1420
3561,1643
3561,352
3561,1621
3561,833
1643,1420
1420,833
1420,352
1621,1420
1643,833
833,352
1621,833
1621,352
1643,352
1643,1621
2128,1768
2260,2128
3054,2128
2260,1768
3054,2260
3054,1768
3168,1768
3168,2128
4542,2656
4964,156
5269,156
5269,4964
1331,911
2356,1331
1331,376
2356,376
2356,911
911,376
3206,2608
5281,3206
3206,1509
3206,156
3206,23
4220,3206
5269,3206
4314,3206
4314,1509
4314,156
5269,4314
4314,2608
4314,23
4314,4220
5281,4314
156,23
5269,23
1509,23
2608,23
4220,23
5281,23
5269,1509
5269,2608
2608,156
4220,2608
2608,1509
5281,2608
4220,1509
5281,156
5281,1509
1509,156
5623,3768
2445,1221
3415,921
2410,921
921,743
3415,2410
2410,743
3415,743
3415,580
2410,580
2167,580
5076,2167
3415,2167
2410,2167
5076,2410
5076,3415
4735,3612
4735,389
3612,389
3185,286
3101,286
3185,3101
5428,1826
4023,1591
2345,1591
5011,1591
5011,4023
5011,2345
4023,2345
5544,4985
5544,5095
5544,4594
5544,202
5544,4872
5544,362
4872,4594
4594,202
4594,362
5095,4594
4985,4594
5095,202
5095,4872
5095,4985
5095,362
4985,4872
4872,362
4872,202
4985,202
362,202
4985,362
5011,3728
1528,1457
1528,329
1457,329
4436,3321
5169,3321
5427,5169
5427,3321
5068,1149
5514,2926
5371,725
4857,1725
3797,2486
2486,2163
5328,2486
5328,2163
3797,2163
5328,3797
4540,2256
4711,1937
4711,4463
4463,1937
3518,1611
5011,4075
4075,3842
4075,4023
4360,4075
4075,704
4023,3842
5011,3842
4360,3842
3842,704
4023,704
4360,4023
4360,704
5011,4360
5011,704
4360,554
4360,2415
4360,2345
2415,2345
2345,554
5011,2415
5011,554
2415,554
4023,554
4023,2415
5585,1608
4689,3979
2078,404
3483,404
3034,404
1013,404
869,404
1013,869
3483,869
3034,869
2078,869
3034,1013
2078,1013
3483,1013
3483,3034
3034,2078
3483,2078
2627,445
1749,1303
3236,2754
1330,895
3576,1330
3576,895
4503,2900
4857,1885
3141,1885
3204,1885
3195,1885
3195,3141
3204,3141
4857,3141
4857,3195
4857,3204
3204,3195
4462,3313
3581,3313
4462,3581
2161,890
2974,2161
4644,2161
4060,2161
3626,2161
2632,2161
2216,2161
4644,2216
4644,2974
4644,3626
4644,2632
4644,890
4644,4060
3626,2974
2974,2632
2974,890
4060,2974
2974,2216
3626,890
2216,890
2632,890
4060,890
3626,2632
2632,2216
4060,2632
4060,3626
3626,2216
4060,2216
2922,2812
5152,4060
5143,4060
5152,5143
5143,5033
5152,5033
5033,4223
5152,4223
5143,4223
4991,2845
4991,2369
4991,453
4991,2980
4991,3610
2980,2369
2980,2845
3610,2980
2980,453
2845,2369
3610,2845
2845,453
3610,453
2369,453
3610,2369
3777,1272
5239,1151
5329,1151
1151,940
2827,1151
5329,2827
5239,2827
2827,940
5239,940
5329,5239
5329,940
3600,293
4841,293
4372,2827
4372,940
5329,4372
4372,1151
4372,2210
4372,1481
4372,2129
4372,96
5138,4372
4372,4120
5239,4372
2827,1481
2827,96
2827,2210
5138,2827
4120,2827
2827,2129
5239,5138
5239,4120
5239,96
5239,2129
5239,1481
5239,2210
4120,1481
4120,2210
4120,1151
5138,4120
4120,2129
4120,96
5329,4120
4120,940
2129,1151
5138,2129
2129,940
2210,2129
2129,96
5329,2129
2129,1481
5329,2210
2210,940
2210,1481
2210,1151
5138,2210
2210,96
1481,1151
1481,96
1481,940
5329,1481
5138,1481
940,96
5138,940
5138,1151
5138,96
5329,5138
1151,96
5329,96
4145,2605
3940,2605
3834,2605
3940,3834
4145,3940
4145,3834
1638,553
5282,1638
1638,1304
2827,1638
1638,1284
1304,1284
1284,553
5282,1284
2827,1284
5282,2827
2827,553
2827,1304
1304,553
5282,1304
5282,553
897,251
2513,1938
3475,1938
3032,1938
3475,2513
3032,2513
3475,3032
3800,1169
2209,1169
1169,872
2292,1169
2209,872
3800,872
2292,872
2292,2209
3800,2209
3800,2292
5526,2620
1337,208
896,541
5615,896
5615,541
4411,2331
4411,892
2331,892
4458,675
5004,2220
3554,2245
3501,3466
4079,1602
5044,4812
4428,1061
4428,1706
1706,1061
5489,855
5489,4047
4047,855
707,151
1459,707
1459,151
1524,1459
1524,707
2966,1713
5124,4851
2695,1506
4446,1506
5455,1506
5455,4446
4446,2695
5455,2695
1104,145
2555,145
3324,145
2555,1104
3324,1104
3324,2555
2916,433
1571,1385
4425,3993
3993,3268
4718,3993
3993,1137
4425,3268
4718,3268
3268,1137
4718,1137
4425,1137
4718,4425
4794,3383
3383,2913
4794,2913
5555,4393
5555,302
5555,1751
5555,4038
5555,1307
5555,1507
4038,1751
4393,4038
4038,1307
4038,1507
4038,302
1507,302
4393,302
1307,302
1751,302
4393,1507
1751,1507
1507,1307
4393,1751
4393,1307
1751,1307
3388,1146
4080,295
2799,555
2799,515
555,515
5110,3339
5110,563
3339,563
3737,2611
3737,176
2611,176
3737,3621
4165,1035
4165,2085
2085,1035
3737,2084
1869,1822
1822,866
1869,866
3737,3388
3796,3737
3796,3388
3737,1233
1724,498
1939,498
559,498
1724,559
1939,559
1939,1724
3547,702
3547,3030
3030,702
5005,4298
4210,1921
4210,3155
4210,2192
3155,1921
3155,2192
2192,1921
4781,1998
4781,2560
2560,1998
4718,1469
1233,176
2611,1233
5052,4449
678,20
3150,678
3150,20
5420,3756
5420,824
3756,824
3671,8
3730,1686
1686,1410
1686,733
2836,1686
2836,733
3730,2836
3769,2836
1410,733
3769,733
3730,733
3769,1410
3769,3730
3730,1410
3047,634
711,634
3047,711
1078,319
2081,319
2081,1078
1560,319
1560,1078
1918,1560
3855,1560
2522,1560
2081,1560
2522,1918
1918,319
2081,1918
3855,1918
1918,1078
2522,1078
2522,319
2522,2081
3855,2522
3855,2081
3855,1078
3855,319
5408,4724
4724,1478
3965,1609
3633,161
2993,2822
4046,2993
4046,2822
3194,2112
5002,2482
5171,5002
5171,2482
4211,3675
2989,2588
2512,378
2968,2512
5175,2512
2512,2309
2512,862
4283,2512
3513,2512
2512,2123
4902,2512
2821,2512
2512,1753
2309,862
2309,2123
4283,2309
2968,2309
2821,2309
2309,378
2309,1753
4902,2309
5175,2309
3513,2309
2968,862
2821,862
3513,862
1753,862
4902,862
2123,862
5175,862
862,378
4283,862
5175,3513
5175,1753
5175,378
5175,2968
5175,2821
5175,4902
5175,2123
5175,4283
4283,1753
2123,1753
3513,1753
2821,1753
2968,1753
1753,378
4902,1753
2123,378
4283,2123
2968,2123
3513,2123
2821,2123
4902,2123
4902,2821
2968,2821
4283,2821
2821,378
3513,2821
4283,3513
4283,2968
4283,378
4902,4283
4902,3513
3513,378
3513,2968
4902,2968
2968,378
4902,378
4746,3272
3272,2706
3272,2252
2706,2252
4746,2706
4746,2252
2785,1969
2199,1969
2785,2199
5198,4510
3201,2684
3201,794
3201,2426
2684,2426
2426,794
2684,794
4912,2102
2496,2391
3284,2200
5543,2200
5221,2200
2200,2150
5543,2150
5221,2150
3284,2150
5543,5221
5543,3284
5221,3284
4447,1069
2477,1069
4447,2477
4074,350
992,350
4074,992
1889,95
1889,1659
1659,95
5180,446
3720,446
5180,3720
2035,1003
1003,95
2035,95
2307,95
4116,3492
4172,3492
3492,1352
3492,2160
4172,2160
3742,2160
2160,1352
4116,2160
4172,3742
4116,3742
3742,1352
4172,4116
4172,1352
4116,1352
4490,2404
2404,1737
3905,2404
4490,1737
4490,3905
3905,1737
5617,183
1097,183
4347,183
4839,183
3565,183
3565,1097
4839,3565
5617,3565
4347,3565
4347,1097
5617,4347
4839,4347
5617,1097
5617,4839
4839,1097
4839,2466
5355,4839
5355,3565
3565,2466
5355,2466
2466,183
5617,2466
2466,1097
4347,2466
5355,183
5355,1097
5617,5355
5355,4347
2328,1541
2770,1541
2770,2328
929,258
3709,929
3709,258
3609,2738
5251,1106
5071,2471
306,149
5564,2978
3444,2978
4133,2978
2978,1689
5564,4133
4133,3444
4133,1689
5564,3444
3444,1689
5564,1689
5071,4274
5071,3452
4274,3452
3452,2471
4274,2471
5430,918
4124,2015
4848,1365
3670,954
4848,3290
5492,3290
3290,1365
5492,1365
5492,4848
3816,236
4180,236
4134,236
236,209
4593,236
4892,236
4892,4180
4180,4134
4180,3816
4180,209
4134,209
4892,209
4593,209
3816,209
4892,3816
4134,3816
4593,3816
4892,4134
4892,4593
4593,4134
5568,4617
3880,1761
3880,3157
1231,294
4605,294
4605,1231
2499,426
2765,1474
3810,2765
3810,1474
4782,1176
4782,2193
2193,1176
2747,294
2523,294
1176,294
2747,1176
2523,1176
2747,2523
4091,1382
4909,2750
4909,2646
2750,2646
4630,1661
5479,2385
1453,983
5106,983
4885,983
2464,983
5106,2464
5106,1453
5106,4885
4885,2464
4885,1453
2464,1453
5426,3676
5426,4957
5426,5283
4643,2937
4349,1025
4349,3644
4349,3010
5285,4349
4349,1338
5285,3010
3010,1338
3644,3010
3010,1025
1338,1025
5285,1338
3644,1338
5285,1025
3644,1025
5285,3644
3706,506
3882,3880
4740,4669
4179,999
2106,999
4179,2106
3760,3529
4686,3114
4686,3731
5151,4686
3731,3114
5151,3114
5151,3731
5003,2280
2280,2119
2280,1824
2119,1824
5003,1824
5003,2119
5217,3278
5217,200
5292,5217
5292,3278
5292,200
3278,200
5540,607
5540,5160
5540,519
5160,607
5160,519
607,519
5160,200
5160,5003
5183,5160
5003,200
5183,5003
5183,200
4614,1683
4614,3473
3473,1683
2379,1018
3635,1018
2447,1018
4028,1018
4028,2379
2447,2379
3635,2379
4028,3635
4028,2447
3635,2447
2363,590
2273,590
2842,590
5310,590
2842,2363
5310,2363
2363,2273
5310,2842
5310,2273
2842,2273
4847,3133
5318,3630
3630,1081
778,712
2766,778
2766,712
2092,459
4906,4593
4906,3816
4906,4180
4861,1367
4012,1367
5403,1367
2284,1367
2848,1367
4861,2284
4861,2848
5403,4861
4861,4012
5403,2284
2848,2284
4012,2284
5403,2848
4012,2848
5403,4012
5325,4593
5325,4180
3190,1074
5573,449
5024,1911
5173,3634
5173,249
3634,249
3122,417
3879,1655
3883,98
4276,3883
4276,98
3955,2960
3955,3292
3955,2624
3292,2960
3292,2624
2960,2624
4675,3903
4569,392
3822,392
1729,392
3822,1729
4569,1729
4569,3822
3209,2003
739,525
2184,525
525,271
3558,525
4112,525
1519,525
1660,525
3174,525
3174,271
3558,3174
4112,3174
3174,2184
3174,1519
3174,739
3174,1660
1519,271
2184,1519
3558,1519
4112,1519
1519,739
1660,1519
4112,3558
3558,271
3558,739
3558,2184
3558,1660
1660,271
2184,1660
1660,739
4112,1660
4112,2184
4112,739
4112,271
2184,271
2184,739
739,271
5565,2960
5565,2624
3570,841
3725,841
3725,3570
3322,1075
3322,3074
5593,3322
5593,3074
3074,1075
5593,1075
421,121
5484,4492
5484,3104
4492,3104
2782,1692
3413,1692
3413,2782
3302,2624
3302,1940
3302,2960
3302,2301
3955,3302
5448,3302
3302,3292
2960,1940
2960,2301
5448,2960
3292,2301
3292,1940
5448,3292
5448,2624
5448,2301
5448,3955
5448,1940
2624,1940
2624,2301
3955,2301
2301,1940
3955,1940
4015,1595
4797,4015
4123,4015
4015,2207
4123,2207
4797,4123
4123,1595
4797,1595
2207,1595
4797,2207
4261,2571
4261,4015
4261,1895
4261,1517
4015,2571
4015,1895
4015,1517
2571,1895
1895,1517
2571,1517
4015,3619
4123,3619
4261,3619
4261,4123
4123,2571
3915,2571
4123,3915
3915,1895
4015,3915
3915,1517
4123,1517
4123,1895
3401,3135
3363,1517
4123,3363
3623,3363
3623,1595
4123,3623
3363,1595
3867,3363
5495,3597
5495,2108
3597,2108
4797,1517
2624,392
3292,392
5126,4019
4019,2624
5126,2624
5365,2283
3858,2283
2652,2283
2283,59
2652,59
3858,59
5365,59
5365,3858
3858,2652
5365,2652
2624,1075
5565,3292
5565,1075
5565,1940
3292,1075
2960,1075
1940,1075
4813,2624
2624,952
2960,952
4813,2960
4813,952
3755,2
5429,3755
5429,2
3920,3515
3531,3515
4019,3515
3515,1568
3599,3515
3515,534
3515,3292
3515,2624
4019,1568
4019,3920
4019,3599
4019,3531
4019,3292
4019,534
3920,3599
3920,1568
3920,534
3920,2624
3599,1568
3599,3531
3599,2624
3599,534
3599,3292
3531,534
3531,2624
3531,1568
3292,1568
3292,534
2624,1568
2624,534
1568,534
4761,2247
2624,2247
4761,2624
5242,2700
5600,5242
5242,1532
5242,887
5242,5010
5242,4512
2700,887
5010,887
4512,887
5600,887
1532,887
5600,1532
4512,1532
5010,1532
2700,1532
5010,2700
5600,5010
5010,4512
5600,4512
4512,2700
5600,2700
5565,4019
4019,392
5565,392
4564,2784
2784,1738
3578,2784
2784,783
4564,3578
3578,1738
3578,783
1738,783
4564,1738
4564,783
3691,534
1940,534
1258,534
5565,534
2960,534
1940,1258
3691,1940
2960,1258
3691,2960
3292,1258
3691,3292
5565,1258
5565,3691
2624,1258
3691,1258
3691,2624
5565,3822
3822,3632
5565,3632
3292,119
2624,119
4588,1190
5611,783
5611,2784
5611,4564
5611,3578
5611,1738
3338,2624
3338,534
3338,2301
4761,3338
4761,534
4761,2301
2301,534
1711,1628
5565,5448
5565,2301
5565,4813
5565,1447
2960,1447
4019,2960
2624,1447
3292,1447
4813,3292
1447,534
4813,1447
4019,1447
4813,534
4813,4019
5565,3955
5565,3302
3632,2301
3632,2960
3859,2307
4687,2786
4687,2049
2786,2049
2866,944
460,392
3338,392
4569,3338
3338,460
5565,3338
3338,3292
2624,460
5565,460
4569,460
3292,460
5565,4569
4569,2624
4569,3292
1056,148
2671,148
2212,148
2671,2212
2671,1056
2212,1056
3822,1075
3632,1075
3822,1940
3632,1940
3632,2624
3822,2960
3822,2624
5141,3292
5141,2960
3004,1412
3004,2869
2869,1412
5565,4761
3822,3292
3632,3292
5319,64
1519,64
1660,64
3229,64
3229,1660
5319,1660
5319,1519
5319,3229
3229,1519
5022,4430
4430,3558
4430,2909
4430,1660
2909,1660
5022,1660
5022,3558
5022,2909
3558,2909
648,64
2376,64
3014,64
5279,64
3558,64
5161,64
5161,2376
5279,5161
5161,3014
5161,1660
5161,648
5161,3558
5279,3014
5279,2376
5279,648
5279,1660
5279,3558
3558,648
2376,648
1660,648
3014,648
3014,2376
3558,3014
3014,1660
2376,1660
3558,2376
5343,1660
4390,1660
4768,1660
4625,1660
3821,1660
2772,1660
5343,4625
4625,3821
4625,4390
4768,4625
4625,2772
5343,4768
5343,2772
5343,3821
5343,4390
4768,3821
4390,3821
3821,2772
4768,2772
4390,2772
4768,4390
2376,1472
2376,525
5569,2376
5569,1472
1472,525
5569,525
3157,764
4361,3157
3157,1084
3157,1508
5021,3157
3157,560
5021,4361
4361,1084
4361,1508
4361,560
1084,560
5021,1084
1508,1084
1084,764
764,560
1508,560
5021,560
5021,764
1508,764
5021,1508
3976,1000
3976,178
1000,178
4513,2697
4513,1736
2697,1736
3944,2662
2662,1982
4642,2662
5446,2662
4642,3944
5446,3944
3944,1982
2456,840
840,829
3877,840
3877,829
2456,829
3877,2456
3921,3285
5573,3921
3921,1339
3921,2746
5573,2723
3285,2723
2746,2723
2723,1339
3285,2746
5573,2746
2746,1339
5573,3285
5573,1339
3285,1339
2093,1830
2093,1741
4756,2093
4756,1830
4756,1741
1830,1741
1181,739
2909,739
3821,739
2772,739
4007,739
5022,739
4390,739
4007,3821
4007,3174
4007,2909
4390,4007
4007,1181
4007,2772
4007,525
5022,4007
3821,1181
3821,3174
5022,3821
3821,525
3821,2909
5022,1181
3174,1181
4390,1181
2772,1181
1181,525
2909,1181
4390,3174
3174,2909
5022,3174
3174,2772
2909,525
4390,525
5022,525
2772,525
4390,2909
5022,4390
5022,2772
2909,2772
5279,1519
3014,1519
3014,739
5279,739
1735,739
1735,525
2772,1735
5022,1735
3821,1735
3174,1735
4369,500
3832,500
3809,500
5179,500
3832,3809
4369,3832
5179,3832
5179,4369
5179,3809
4369,3809
3260,1669
1811,1669
3955,463
2960,463
2624,463
2429,2368
5511,2429
5511,2368
5497,2653
4927,215
4761,1940
4019,1940
4761,3292
4019,2301
3302,534
5448,534
5448,4019
5448,4761
4019,3302
4761,3302
4761,4019
4761,2960
1601,215
4489,1601
3040,1601
2164,1601
1601,1329
4710,1601
3540,1601
4489,3540
4489,3040
4710,4489
4489,215
4489,2164
4489,1329
3540,3040
3040,215
3040,1329
3040,2164
4710,3040
4710,3540
4710,215
4710,1329
4710,2164
3540,2164
2164,1329
2164,215
3540,215
1329,215
3540,1329
4907,4596
4927,3690
3690,215
3690,2164
4927,2164
2653,1599
5497,1599
1599,1048
2653,1048
5497,1048
3643,3351
5451,585
2186,438
1601,438
3462,438
3462,2186
2186,1601
3462,1601
4534,4405
4405,3145
4405,3375
4534,3375
3375,3145
4534,3145
4833,1380
4833,2663
2663,1380
2997,1168
3988,2997
3988,1168
3639,462
1102,462
4762,462
5547,462
1103,462
2371,462
2214,462
1504,462
5547,1102
5547,2371
5547,1504
5547,4762
5547,2214
5547,1103
5547,3639
4762,3639
3639,2214
3639,1102
3639,1504
3639,1103
3639,2371
2214,1504
4762,2214
2214,1103
2214,1102
2371,2214
2371,1504
4762,1504
1504,1103
1504,1102
2371,1103
2371,1102
4762,2371
4762,1102
4762,1103
1103,1102
4833,2667
2667,1360
4833,1360
5035,834
3108,970
5258,970
3516,970
5616,970
970,25
3776,970
5616,3108
5616,25
5258,25
3776,25
3108,25
3516,25
3776,3108
3516,3108
5258,3108
2708,782
5357,1513
1319,747
1909,747
1909,1319
3338,2110
4019,3338
4019,2110
4802,3539
4802,3526
3539,3526
1575,1055
3718,1575
1575,1020
3718,1055
1055,1020
3718,1020
4764,2858
5483,3051
3494,3051
5483,3494
2858,1577
4281,2728
4281,3849
4281,3792
3849,3792
3849,2728
3792,2728
2910,2194
5097,2910
5079,2910
2910,1917
3404,2910
2194,1917
3404,1917
5079,1917
5097,1917
3404,2194
5079,2194
5097,2194
5097,3404
5097,5079
5079,3404
3732,1148
2791,248
2670,248
1816,248
2670,1816
2791,2670
2791,1816
4947,2686
4947,961
4947,3205
3205,2686
3205,961
2686,961
2590,2301
2624,2590
2960,2590
4473,88
3486,1971
4712,1971
5330,1971
3741,1971
4712,3741
4712,3486
5330,4712
5330,3741
3741,3486
5330,3486
2394,2143
771,390
4164,413
413,212
3900,413
3900,212
4164,212
4164,3900
5624,5363
4456,116
2897,116
4924,116
116,24
4456,2897
4456,24
4924,4456
4924,2897
4924,24
2897,24
801,93
3683,2775
5438,2775
5438,3683
3734,600
4305,600
4305,3734
4695,3502
4995,4936
4995,976
5373,4995
4995,4515
5373,976
5373,4936
5373,4515
4515,976
4936,976
4936,4515
5438,4305
5438,876
4305,876
2517,985
3235,2413
808,432
5213,432
5213,808
5415,1709
3683,1114
2803,776
2803,1540
1540,776
1435,297
754,297
1435,754
5474,571
2832,2044
2044,1629
4649,2044
4760,2044
4501,2044
4760,4649
4649,2832
4649,4501
4649,1629
4760,2832
2832,1629
4501,2832
4501,1629
4760,4501
4760,1629
5619,3430
5619,1232
5619,348
3430,1232
1232,348
3430,348
4760,3011
5225,3011
3011,2042
3011,755
3011,2044
3011,2664
4760,2042
4760,755
4760,2664
5225,4760
2664,2042
2664,755
5225,2664
2664,2044
5225,755
5225,2044
5225,2042
5234,4338
4338,1630
5234,1630
3710,1630
5234,3710
5219,2315
2315,923
5219,3736
3736,923
5622,923
5622,5219
5240,172
2774,2044
5225,2774
3011,2774
1821,233
4890,2976
2519,2271
4108,2548
2860,171
4509,171
4509,2860
1545,662
3505,949
949,905
4184,949
4184,3505
4184,905
3505,905
4908,4805
2074,1988
2437,1988
4863,1988
4863,2437
4863,2074
2437,2074
4980,4189
4189,2759
4980,2759
4366,3189
4366,657
5360,4366
3189,657
5360,3189
5360,657
5389,1566
2636,2124
2725,2636
2725,2124
1910,381
5478,2506
5478,3154
5478,239
2506,239
3154,2506
3154,239
2051,1959
2051,443
1959,443
3362,1790
2541,2388
2541,2490
3959,2541
2541,1801
2541,785
4691,2541
4359,2541
4691,3959
4691,4359
4691,785
4691,1801
4691,2388
4691,2490
3959,785
4359,3959
3959,1801
3959,2388
3959,2490
4359,1801
2388,1801
1801,785
2490,1801
4359,2388
2490,2388
2388,785
4359,785
4359,2490
2490,785
4858,56
4858,4691
4858,1294
4858,3959
4858,1582
4858,3261
4858,2388
4858,4370
4858,826
5441,4858
4858,1261
4858,2490
4858,1369
4858,2343
4858,785
4370,2343
4370,826
4370,1294
4370,3261
4691,4370
4370,56
4370,1582
4370,3959
5441,4370
4370,2388
4370,1261
4370,785
4370,1369
4370,2490
1582,1369
3261,1582
3959,1582
1582,56
2388,1582
4691,1582
1582,1261
1582,1294
1582,826
2343,1582
5441,1582
2490,1582
1582,785
5441,2343
2343,56
2343,1261
2343,785
2490,2343
2343,826
3261,2343
2343,1294
4691,2343
2343,1369
3959,2343
2388,2343
3261,56
3261,2490
3261,1261
3261,2388
3261,826
3261,1294
4691,3261
5441,3261
3261,1369
3261,785
3959,3261
5441,4691
4691,56
4691,826
4691,1261
4691,1369
4691,1294
2388,1294
2388,1261
2388,1369
2388,56
5441,2388
2388,826
3959,1294
3959,1369
3959,826
3959,1261
5441,3959
3959,56
2490,1369
5441,1369
1369,826
1369,1294
1369,1261
1369,56
1369,785
5441,2490
5441,826
5441,785
5441,1261
5441,1294
5441,56
785,56
1294,785
826,785
1261,785
2490,1294
2490,826
2490,56
2490,1261
1261,826
1261,56
1294,1261
826,56
1294,826
1294,56
2444,56
2444,1294
2444,2388
2490,2444
3261,2444
4691,2444
3959,2444
2444,826
2444,1261
2444,2343
5441,2444
2444,1369
2444,1582
4858,2444
4370,2444
3244,2979
4942,2979
2979,2402
2979,922
3787,2979
3787,2402
4942,3787
3787,922
3787,3244
4942,2402
3244,2402
2402,922
4942,922
3244,922
4942,3244
4370,1801
1801,1582
4858,1801
1801,1294
3261,1801
1801,826
1801,344
1801,56
5441,1801
2490,344
785,344
4858,344
2388,344
4691,344
1294,344
3959,344
826,344
5441,344
344,56
3261,344
4370,344
1582,344
4299,1818
2640,1818
4299,2640
4719,3438
4719,3278
4719,509
4719,2947
3438,3278
3438,2947
3438,509
3278,509
3278,2947
2947,509
5059,1941
4243,2453
5632,2010
2010,456
5632,456
3023,1871
4037,1688
5245,1688
4834,1688
1688,793
3544,1688
2059,1688
1688,965
1688,468
5470,1688
1688,1527
4763,1688
2152,1688
1688,1641
1527,793
3544,1527
4763,1527
5245,1527
2059,1527
1641,1527
1527,965
2152,1527
4834,1527
4037,1527
1527,468
5470,1527
4834,2059
4834,4037
5245,4834
4834,4763
